season,week,celebrity_name,ballroom_partner,partner_total_seasons,partner_avg_placement,partner_final_rate,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,age_group,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week_total_judge,season_total_weeks,weekly_contestant_count,weekly_sum_judge,weekly_mean_judge,weekly_std_judge,judge_pct,judge_share,judge_zscore,rank_pct,popularity_deviation,judge_rank_interaction,judge_popularity_interaction,rank_popularity_interaction,cumulative_weeks,relative_cumulative_weeks,week_total_judge_change,week_total_judge_trend,survival_advantage,weekly_judge_rank,weekly_judge_rank_pct,weekly_judge_share_rank,weekly_judge_share_rank_pct,composite_attractiveness
20,2,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10,12,347.0,28.916666666666668,3.528026317499587,0.9411764705882352,0.0922190201729106,0.8739541760330684,0.9166666666666666,-0.0245098039215686,0.8627450980392156,-0.0230680507497116,-0.0224673202614379,2,0.2,1.0,31.5,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8462358145013584
20,3,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,9.0,7.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,10,11,313.0,28.454545454545453,4.612236688714846,1.0,0.108626198083067,1.2023352051778011,1.0,0.0,1.0,0.0,0.0,3,0.3,2.0,33.0,0.0,1,0.0909090909090909,1,0.0909090909090909,0.8557554818501726
20,4,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,8.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,10,10,325.0,32.5,3.778594682918212,0.8717948717948718,0.1046153846153846,0.3969729822521077,0.7,-0.1717948717948718,0.6102564102564102,-0.1497698882314267,-0.1202564102564102,4,0.4,0.0,34.0,0.0,4,0.4,4,0.4,0.7445577916515789
20,5,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,,,,,10.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,38.0,10,9,283.0,31.444444444444443,5.790317588680069,0.9743589743589745,0.1342756183745583,1.1321582029233612,0.8888888888888888,-0.0854700854700855,0.866096866096866,-0.0832785448170063,-0.0759734093067426,5,0.5,4.0,36.0,0.0,2,0.2222222222222222,2,0.2222222222222222,0.7888374385611416
20,6,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,10.0,8.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,38.0,10,8,283.0,35.375,1.5526475085202958,1.0,0.1342756183745583,1.690660620388769,1.0,0.0,1.0,0.0,0.0,6,0.6,0.0,38.0,0.0,1,0.125,1,0.125,0.8121633185808262
20,7,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,9.0,,,,,,,,,,,,,,,,,37.0,10,7,254.0,36.285714285714285,3.860668582611295,0.902439024390244,0.1456692913385826,0.1850160662593275,0.5714285714285714,-0.3310104529616725,0.5156794425087108,-0.2987167502337045,-0.1891488302638128,7,0.7,-1.0,37.5,0.0,4,0.5714285714285714,4,0.5714285714285714,0.6493136389789149
20,8,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,10.0,,,,,,,,,,,,,39.0,10,6,211.5,35.25,4.168333000133266,0.975,0.1843971631205673,0.8996402158561008,0.8333333333333334,-0.1416666666666666,0.8125,-0.1381249999999999,-0.1180555555555555,8,0.8,2.0,38.0,0.0,2,0.3333333333333333,2,0.3333333333333333,0.6696235497801379
20,9,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,40.0,10,4,157.0,39.25,0.9574271077563378,1.0,0.2547770700636942,0.7833494518006405,1.0,0.0,1.0,0.0,0.0,9,0.9,1.0,39.5,0.0,1,0.25,1,0.25,0.6984119631911552
20,10,Riker Lynch,Allison Holker,4,7.25,0.25,Actor/Actress,Colorado,United States,23,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,40.0,10,3,116.0,38.66666666666666,2.309401076758502,1.0,0.3448275862068966,0.5773502691896271,1.0,0.0,1.0,0.0,0.0,10,1.0,0.0,40.0,0.0,1,0.3333333333333333,1,0.3333333333333333,0.690937749971144
20,1,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10,12,318.0,26.5,3.205109557055308,0.875,0.0880503144654088,0.4680027229328547,0.75,-0.125,0.65625,-0.109375,-0.09375,1,0.1,0.0,28.0,0.0,4,0.3333333333333333,4,0.3333333333333333,0.7988001898219996
20,2,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10,12,347.0,28.916666666666668,3.528026317499587,0.8235294117647058,0.0806916426512968,-0.259824214496318,0.5833333333333333,-0.2401960784313725,0.480392156862745,-0.1978085351787774,-0.1401143790849673,2,0.2,0.0,28.0,0.0,6,0.5,6,0.5,0.7328541022082058
20,3,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,,,,,7.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,10,11,313.0,28.454545454545453,4.612236688714846,0.8529411764705882,0.0926517571884984,0.1182624791978167,0.5454545454545454,-0.3074866310160428,0.4652406417112299,-0.2622680088078012,-0.1677199805542051,3,0.3,1.0,28.5,0.0,6,0.5454545454545454,6,0.5454545454545454,0.6829072047836852
20,4,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,,,,,,,,,8.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,10,10,325.0,32.5,3.778594682918212,0.8717948717948718,0.1046153846153846,0.3969729822521077,0.7,-0.1717948717948718,0.6102564102564102,-0.1497698882314267,-0.1202564102564102,4,0.4,5.0,31.5,0.0,4,0.4,4,0.4,0.7312679742052168
20,5,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,10,9,283.0,31.444444444444443,5.790317588680069,0.6153846153846154,0.0848056537102473,-1.285671179590935,0.1111111111111111,-0.5042735042735043,0.0683760683760684,-0.3103221564760026,-0.0560303893637227,5,0.5,-10.0,29.0,0.0,9,1.0,9,1.0,0.4682567081067659
20,6,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,8.5,8.0,8.5,8.5,,,,,,,,,,,,,,,,,,,,,33.5,10,8,283.0,35.375,1.5526475085202958,0.881578947368421,0.1183745583038869,-1.2076147288491208,0.125,-0.756578947368421,0.1101973684210526,-0.6669840720221606,-0.0945723684210526,6,0.6,9.5,28.75,0.0,8,1.0,8,1.0,0.46306776592171583
20,7,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,31.0,10,7,254.0,36.285714285714285,3.860668582611295,0.7560975609756098,0.1220472440944882,-1.3691188903190212,0.2857142857142857,-0.470383275261324,0.2160278745644599,-0.355655647148806,-0.1343952215032354,7,0.7,-2.5,32.25,0.0,6,0.8571428571428571,6,0.8571428571428571,0.47414428849655277
20,8,Robert Herjavec,Kym Johnson,14,6.285714285714286,0.2857142857142857,Entrepreneur,Unknown,Croatia,52,45-54,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.5,8.5,7.5,,,,,,,,,,,,,31.0,10,6,211.5,35.25,4.168333000133266,0.775,0.1465721040189125,-1.0195922446369143,0.1666666666666666,-0.6083333333333334,0.1291666666666666,-0.4714583333333333,-0.1013888888888888,8,0.8,0.0,31.0,0.0,6,1.0,6,1.0,0.04865680153296381
20,1,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10,12,318.0,26.5,3.205109557055308,1.0,0.10062893081761,1.716009984087134,1.0,0.0,1.0,0.0,0.0,1,0.1,0.0,32.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.9247817577219836
20,2,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10,12,347.0,28.916666666666668,3.528026317499587,0.9411764705882352,0.0922190201729106,0.8739541760330684,0.9166666666666666,-0.0245098039215686,0.8627450980392156,-0.0230680507497116,-0.0224673202614379,2,0.2,0.0,32.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8828367351493885
20,3,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,8.0,9.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,10,11,313.0,28.454545454545453,4.612236688714846,0.9705882352941176,0.1054313099041533,0.9855206599818044,0.8181818181818181,-0.1524064171122995,0.7941176470588235,-0.147923875432526,-0.1246961594555177,3,0.3,1.0,32.5,0.0,3,0.2727272727272727,3,0.2727272727272727,0.83188785958397
20,4,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,9.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,10,10,325.0,32.5,3.778594682918212,0.8974358974358975,0.1076923076923077,0.6616216370868462,0.8,-0.0974358974358974,0.7179487179487181,-0.0874424720578566,-0.0779487179487179,4,0.4,2.0,34.0,0.0,3,0.3,3,0.3,0.8139946573250636
20,5,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,10.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,39.0,10,9,283.0,31.444444444444443,5.790317588680069,1.0,0.1378091872791519,1.3048603016743825,1.0,0.0,1.0,0.0,0.0,5,0.5,4.0,37.0,0.0,1,0.1111111111111111,1,0.1111111111111111,0.862733262433557
20,6,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,9.0,8.5,8.5,9.5,,,,,,,,,,,,,,,,,,,,,35.5,10,8,283.0,35.375,1.5526475085202958,0.9342105263157896,0.1254416961130742,0.0805076485899413,0.625,-0.3092105263157895,0.5838815789473685,-0.288867728531856,-0.1932565789473684,6,0.6,-3.5,37.25,0.0,4,0.5,4,0.5,0.7235950677277856
20,7,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,8.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,37.0,10,7,254.0,36.285714285714285,3.860668582611295,0.902439024390244,0.1456692913385826,0.1850160662593275,0.5714285714285714,-0.3310104529616725,0.5156794425087108,-0.2987167502337045,-0.1891488302638128,7,0.7,1.5,36.25,0.0,4,0.5714285714285714,4,0.5714285714285714,0.6720746860667556
20,8,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,40.0,10,6,211.5,35.25,4.168333000133266,1.0,0.1891252955082742,1.1395442734177277,1.0,0.0,1.0,0.0,0.0,8,0.8,3.0,38.5,0.0,1,0.1666666666666666,1,0.1666666666666666,0.7770226088441301
20,9,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.5,9.5,10.0,,,,,,,,,39.0,10,4,157.0,39.25,0.9574271077563378,0.975,0.2484076433121019,-0.2611164839335468,0.5,-0.475,0.4875,-0.4631249999999999,-0.2375,9,0.9,-1.0,39.5,0.0,3,0.75,3,0.75,0.5713212411439863
20,10,Rumer Willis,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Kentucky,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,40.0,10,3,116.0,38.66666666666666,2.309401076758502,1.0,0.3448275862068966,0.5773502691896271,1.0,0.0,1.0,0.0,0.0,10,1.0,1.0,39.5,0.0,1,0.3333333333333333,1,0.3333333333333333,0.7319413978210201
20,1,Suzanne Somers,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Actor/Actress,California,United States,68,65+,Eliminated Week 5,9,6.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10,12,318.0,26.5,3.205109557055308,0.78125,0.0786163522012578,-0.4680027229328547,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,1,0.1,0.0,25.0,0.0,8,0.6666666666666666,8,0.6666666666666666,0.6746135268204887
20,2,Suzanne Somers,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Actor/Actress,California,United States,68,65+,Eliminated Week 5,9,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10,12,347.0,28.916666666666668,3.528026317499587,0.8235294117647058,0.0806916426512968,-0.259824214496318,0.5833333333333333,-0.2401960784313725,0.480392156862745,-0.1978085351787774,-0.1401143790849673,2,0.2,3.0,26.5,0.0,6,0.5,6,0.5,0.7042558017090021
20,3,Suzanne Somers,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Actor/Actress,California,United States,68,65+,Eliminated Week 5,9,,,,,,,,,6.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10,11,313.0,28.454545454545453,4.612236688714846,0.7352941176470589,0.0798722044728434,-0.7489957015861708,0.3636363636363636,-0.3716577540106952,0.267379679144385,-0.2732777603019818,-0.1351482741857073,3,0.3,-3.0,26.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.5251125166447137
20,4,Suzanne Somers,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Actor/Actress,California,United States,68,65+,Eliminated Week 5,9,,,,,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10,10,325.0,32.5,3.778594682918212,0.717948717948718,0.0861538461538461,-1.190918946756323,0.1999999999999999,-0.517948717948718,0.1435897435897435,-0.3718606180144642,-0.1035897435897435,4,0.4,3.0,26.5,0.0,9,0.9,9,0.9,0.46844247062317446
20,5,Suzanne Somers,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Actor/Actress,California,United States,68,65+,Eliminated Week 5,9,,,,,,,,,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10,9,283.0,31.444444444444443,5.790317588680069,0.717948717948718,0.0989399293286219,-0.5948627845868504,0.5555555555555556,-0.1623931623931623,0.3988603988603988,-0.1165899627438088,-0.0902184235517568,5,0.5,0.0,28.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.17306078625897037
20,1,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,6.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10,12,318.0,26.5,3.205109557055308,0.78125,0.0786163522012578,-0.4680027229328547,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,1,0.1,0.0,25.0,0.0,8,0.6666666666666666,8,0.6666666666666666,0.7446820451135359
20,2,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10,12,347.0,28.916666666666668,3.528026317499587,0.9411764705882352,0.0922190201729106,0.8739541760330684,0.9166666666666666,-0.0245098039215686,0.8627450980392156,-0.0230680507497116,-0.0224673202614379,2,0.2,7.0,28.5,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8925642399835007
20,3,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,,,,,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10,11,313.0,28.454545454545453,4.612236688714846,0.9411764705882352,0.1022364217252396,0.7687061147858074,0.7272727272727273,-0.213903743315508,0.6844919786096256,-0.2013211701793016,-0.1555663587749149,3,0.3,0.0,32.0,0.0,4,0.3636363636363636,4,0.3636363636363636,0.8144549269967215
20,4,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,,,,,,,,,,,,,10.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,10,10,325.0,32.5,3.778594682918212,1.0,0.12,1.7202162564258,1.0,0.0,1.0,0.0,0.0,4,0.4,7.0,35.5,0.0,1,0.1,1,0.1,0.888171654270483
20,5,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,10,9,283.0,31.444444444444443,5.790317588680069,0.8717948717948718,0.1201413427561837,0.4413498079192766,0.6666666666666667,-0.205128205128205,0.5811965811965812,-0.1788297172912557,-0.1367521367521367,5,0.5,-5.0,36.5,0.0,4,0.4444444444444444,4,0.4444444444444444,0.7656804212686477
20,6,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,9.5,8.5,9.0,9.5,,,,,,,,,,,,,,,,,,,,,36.5,10,8,283.0,35.375,1.5526475085202958,0.9605263157894736,0.1289752650176678,0.7245688373094725,0.875,-0.0855263157894736,0.8404605263157895,-0.0821502770083102,-0.0748355263157894,6,0.6,2.5,35.25,0.0,2,0.25,2,0.25,0.8192211738999002
20,7,Willow Shields,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,New Mexico,United States,14,<25,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,10.5,,,,,,,,,,,,,,,,,39.0,10,7,254.0,36.285714285714285,3.860668582611295,0.951219512195122,0.1535433070866141,0.7030610517854438,0.8571428571428572,-0.0940766550522647,0.8153310104529617,-0.0894875499277639,-0.0806371329019411,7,0.7,2.5,37.75,0.0,2,0.2857142857142857,2,0.2857142857142857,0.3053864625398447
21,1,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,13,250.0,19.23076923076923,4.475001790574058,0.9166666666666666,0.088,0.6188222706555677,0.6923076923076923,-0.2243589743589743,0.6346153846153846,-0.2056623931623931,-0.1553254437869822,1,0.0909090909090909,0.0,22.0,0.0,5,0.3846153846153846,5,0.3846153846153846,0.8101623460555907
21,2,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,7.5,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,11,13,270.5,20.807692307692307,3.0244728296739414,0.9183673469387756,0.0831792975970425,0.5595380708016264,0.7692307692307692,-0.1491365777080063,0.706436420722135,-0.1369621632012303,-0.1147204443907741,2,0.1818181818181818,0.5,22.25,0.0,4,0.3076923076923077,4,0.3076923076923077,0.8359870641912914
21,3,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,8.0,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,11,10,305.0,30.5,4.927248499698161,0.9166666666666666,0.1081967213114754,0.5073825686188038,0.8,-0.1166666666666665,0.7333333333333334,-0.1069444444444443,-0.0933333333333332,3,0.2727272727272727,10.5,27.75,0.0,3,0.3,3,0.3,0.8168343576551286
21,4,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,10,236.0,23.6,4.115013163202923,0.8571428571428571,0.1016949152542373,0.0972050353512498,0.5,-0.3571428571428571,0.4285714285714285,-0.3061224489795918,-0.1785714285714285,4,0.3636363636363636,-9.0,28.5,0.0,6,0.6,6,0.6,0.7207788246538271
21,5,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,8.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11,9,301.0,33.44444444444444,5.027701042999453,0.725,0.0963455149501661,-0.8839913921757273,0.3333333333333333,-0.3916666666666666,0.2416666666666667,-0.2839583333333332,-0.1305555555555555,5,0.4545454545454545,5.0,26.5,0.0,7,0.7777777777777778,7,0.7777777777777778,0.6443141518452333
21,6,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,30.0,11,9,313.0,34.77777777777778,5.911382616989401,0.75,0.0958466453674121,-0.8082335533562613,0.3333333333333333,-0.4166666666666666,0.25,-0.3125,-0.1388888888888889,6,0.5454545454545454,1.0,29.5,0.0,7,0.7777777777777778,7,0.7777777777777778,0.6412769500377642
21,7,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,8.5,,,,,,,,,,,,,,,,,,26.5,11,8,221.0,27.625,0.790569415042095,0.913793103448276,0.1199095022624434,-1.4230249470757703,0.125,-0.7887931034482759,0.1142241379310344,-0.720793697978597,-0.0985991379310344,7,0.6363636363636364,-3.5,28.25,0.0,8,1.0,8,1.0,0.5354684302156825
21,8,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,8.0,,,,,,,,,,,,,,25.0,11,7,193.9994,27.7142,2.9277360035813795,0.7575757575757576,0.1288663779372513,-0.9270644609622698,0.2857142857142857,-0.4718614718614718,0.2164502164502164,-0.3574708120162665,-0.1348175633889919,8,0.7272727272727273,-1.5,25.75,0.0,6,0.8571428571428571,6,0.8571428571428571,0.2625000103837357
21,9,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,,,,,,,,,,25.5,11,6,164.5,27.416666666666668,2.2675243475355824,0.85,0.155015197568389,-0.8452683953536209,0.3333333333333333,-0.5166666666666666,0.2833333333333334,-0.4391666666666666,-0.1722222222222222,9,0.8181818181818182,0.5,25.25,0.0,5,0.8333333333333334,5,0.8333333333333334,0.49851604511969383
21,10,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,,,,,,28.5,11,4,118.5,29.625,2.25,0.9047619047619048,0.240506329113924,-0.5,0.5,-0.4047619047619047,0.4523809523809524,-0.3662131519274376,-0.2023809523809523,10,0.9090909090909092,3.0,27.0,0.0,3,0.75,3,0.75,0.5161856346587708
21,11,Alek Skarlatos,Lindsay Arnold,10,5.4,0.4,Military,California,United States,22,<25,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3333,9.3333,9.3333,,27.9999,11,4,117.9999,29.499975,1.000050000000002,0.93333,0.2372874892266857,-1.4999999999999998,0.25,-0.6833299999999999,0.2333324999999999,-0.6377723888999998,-0.1708324999999999,11,1.0,-0.5001000000000033,28.24995,0.0,4,1.0,4,1.0,0.48610292067076244
