season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week1_judge1_score_rank,week1_judge2_score_rank,week1_judge3_score_rank,week1_judge4_score_rank,week2_judge1_score_rank,week2_judge2_score_rank,week2_judge3_score_rank,week2_judge4_score_rank,week3_judge1_score_rank,week3_judge2_score_rank,week3_judge3_score_rank,week3_judge4_score_rank,week4_judge1_score_rank,week4_judge2_score_rank,week4_judge3_score_rank,week4_judge4_score_rank,week5_judge1_score_rank,week5_judge2_score_rank,week5_judge3_score_rank,week5_judge4_score_rank,week6_judge1_score_rank,week6_judge2_score_rank,week6_judge3_score_rank,week6_judge4_score_rank,week7_judge1_score_rank,week7_judge2_score_rank,week7_judge3_score_rank,week7_judge4_score_rank,week8_judge1_score_rank,week8_judge2_score_rank,week8_judge3_score_rank,week8_judge4_score_rank,week9_judge1_score_rank,week9_judge2_score_rank,week9_judge3_score_rank,week9_judge4_score_rank,week10_judge1_score_rank,week10_judge2_score_rank,week10_judge3_score_rank,week10_judge4_score_rank,week11_judge1_score_rank,week11_judge2_score_rank,week11_judge3_score_rank,week11_judge4_score_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week1_judge1_score_percent,week1_judge2_score_percent,week1_judge3_score_percent,week1_judge4_score_percent,week2_judge1_score_percent,week2_judge2_score_percent,week2_judge3_score_percent,week2_judge4_score_percent,week3_judge1_score_percent,week3_judge2_score_percent,week3_judge3_score_percent,week3_judge4_score_percent,week4_judge1_score_percent,week4_judge2_score_percent,week4_judge3_score_percent,week4_judge4_score_percent,week5_judge1_score_percent,week5_judge2_score_percent,week5_judge3_score_percent,week5_judge4_score_percent,week6_judge1_score_percent,week6_judge2_score_percent,week6_judge3_score_percent,week6_judge4_score_percent,week7_judge1_score_percent,week7_judge2_score_percent,week7_judge3_score_percent,week7_judge4_score_percent,week8_judge1_score_percent,week8_judge2_score_percent,week8_judge3_score_percent,week8_judge4_score_percent,week9_judge1_score_percent,week9_judge2_score_percent,week9_judge3_score_percent,week9_judge4_score_percent,week10_judge1_score_percent,week10_judge2_score_percent,week10_judge3_score_percent,week10_judge4_score_percent,week11_judge1_score_percent,week11_judge2_score_percent,week11_judge3_score_percent,week11_judge4_score_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent,week_total_judge,age_group_label,region_label,judge_adjustment_factor,judge_adjustment_note,judge_score_original,judge_score_adjusted,week_judge1_weight,week_judge2_weight,week_judge3_weight,week_judge4_weight,week_total_judge_weighted,judge_score_weighted_adjusted,judge_score_final_adjusted,judge_score_final_percent,fan_votes_relative_percent
28,9,Kel Mitchell,Witney Carson,14,5.5,0.3571428571428571,Actor/Actress,Illinois,United States,41,35-44,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,9.5,,,,,,,,,37.0,11,6,208.5,34.75,5.096567472328803,0.925,0.1774580335731415,0.4414736020304063,0.8333333333333334,-0.0916666666666666,0.7708333333333334,-0.0847916666666666,-0.0763888888888889,9,0.8181818181818182,7.0002,33.4999,0.0,2,0.3333333333333333,2,0.3333333333333333,0.8822423515583946,,False,2,2,4,False,14,5.5,0.3571428571428571,Actor/Actress,Illinois,United States,41,35-44,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,9.5,,,,,,,,,11,6,208.5,34.75,5.096567472328803,0.925,0.1774580335731415,0.4414736020304063,0.8333333333333334,-0.0916666666666666,0.7708333333333334,-0.0847916666666666,-0.0763888888888889,9,0.8181818181818182,7.0002,33.4999,0.0,2,0.3333333333333333,2,0.3333333333333333,0.7233707994439184,,False,0.1774580335731415,0.8897549833547246,0.4432763386841419,False,37.0,35-44,United States - Illinois,1.0,无显著单向影响,37.0,37.0,1.052631313020734,0.9263161617709721,0.9684212121875595,1.052631313020734,37.010526262604145,37.010526262604145,37.010526262604145,0.17963319883713996,0.26581830511100046
28,9,Lauren Alaina,Gleb Savchenko,13,8.461538461538462,0.0,Singer/Rapper,Georgia,United States,24,<25,4th Place,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,8.5,8.5,,,,,,,,,35.0,11,6,208.5,34.75,5.096567472328803,0.875,0.1678657074340527,0.0490526224478229,0.3333333333333333,-0.5416666666666666,0.2916666666666667,-0.4739583333333333,-0.1805555555555555,9,0.8181818181818182,11.0,29.5,0.0,5,0.8333333333333334,5,0.8333333333333334,0.8121978262260217,,False,5,4,9,False,13,8.461538461538462,0.0,Singer/Rapper,Georgia,United States,24,<25,4th Place,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,8.5,8.5,,,,,,,,,11,6,208.5,34.75,5.096567472328803,0.875,0.1678657074340527,0.0490526224478229,0.3333333333333333,-0.5416666666666666,0.2916666666666667,-0.4739583333333333,-0.1805555555555555,9,0.8181818181818182,11.0,29.5,0.0,5,0.8333333333333334,5,0.8333333333333334,0.3117695024292833,,False,0.1678657074340527,0.1316184949428026,0.2071873250720269,False,35.0,<25,United States - Georgia,0.9380668743242466,age:<25,35.0,32.83234060134863,1.052631313020734,0.9263161617709721,0.9684212121875595,1.052631313020734,34.989473737395855,32.82246626308925,32.82246626308925,0.15930615432832196,0.039321617637974184
28,9,Sean Spicer,Lindsay Arnold,10,5.4,0.4,Politician,New York,United States,48,45-54,Eliminated Week 9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.0,6.5,6.0,,,,,,,,,25.0,11,6,208.5,34.75,5.096567472328803,0.625,0.1199040767386091,-1.9130522754650945,0.1666666666666666,-0.4583333333333333,0.1041666666666666,-0.2864583333333333,-0.0763888888888888,9,0.8181818181818182,5.0,22.5,0.0,6,1.0,6,1.0,0.0600542561155555,9.0,True,6,6,12,True,10,5.4,0.4,Politician,New York,United States,48,45-54,Eliminated Week 9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.0,6.5,6.0,,,,,,,,,11,6,208.5,34.75,5.096567472328803,0.625,0.1199040767386091,-1.9130522754650945,0.1666666666666666,-0.4583333333333333,0.1041666666666666,-0.2864583333333333,-0.0763888888888888,9,0.8181818181818182,5.0,22.5,0.0,6,1.0,6,1.0,0.2403122594952947,9.0,True,0.1199040767386091,0.0,0.1199040767386091,True,25.0,45-54,United States - New York,1.0733044097246225,age:45-54,25.0,26.83261024311556,1.052631313020734,0.9263161617709721,0.9684212121875595,1.052631313020734,25.010526262604145,26.84390812718651,26.84390812718651,0.130288800866068,0.0
28,10,Ally Brooke,Sasha Farber,12,6.083333333333333,0.1666666666666666,Singer/Rapper,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.5,10.0,,,,,,29.5,11,5,137.5,27.5,1.541103500742244,1.0,0.2145454545454545,1.2977713690461004,1.0,0.0,1.0,0.0,0.0,10,0.9090909090909092,-10.5,34.75,0.0,1,0.2,1,0.2,0.8942064914045373,,False,1,1,2,False,12,6.083333333333333,0.1666666666666666,Singer/Rapper,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.5,10.0,,,,,,11,5,137.5,27.5,1.541103500742244,1.0,0.2145454545454545,1.2977713690461004,1.0,0.0,1.0,0.0,0.0,10,0.9090909090909092,-10.5,34.75,0.0,1,0.2,1,0.2,0.7004842264402327,,False,0.2145454545454545,1.0,0.623590626812457,False,29.5,25-34,United States - Texas,1.0,无显著单向影响,29.5,29.5,1.0499988750253124,0.9000022499493753,1.0499988750253124,1.0,29.549998875025313,29.549998875025313,29.549998875025313,0.22018452772228642,0.4090451722670025
28,10,Hannah Brown,Alan Bersten,9,6.111111111111111,0.2222222222222222,TV Personality,Alabama,United States,24,<25,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,27.0,11,5,137.5,27.5,1.541103500742244,0.9152542372881356,0.1963636363636363,-0.3244428422615251,0.6,-0.3152542372881356,0.5491525423728814,-0.2885377765010055,-0.1891525423728813,10,0.9090909090909092,-8.5,31.25,0.0,3,0.6,3,0.6,0.8459904465564304,,False,3,2,5,False,9,6.111111111111111,0.2222222222222222,TV Personality,Alabama,United States,24,<25,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,11,5,137.5,27.5,1.541103500742244,0.9152542372881356,0.1963636363636363,-0.3244428422615251,0.6,-0.3152542372881356,0.5491525423728814,-0.2885377765010055,-0.1891525423728813,10,0.9090909090909092,-8.5,31.25,0.0,3,0.6,3,0.6,0.4678352178702891,,False,0.1963636363636363,0.5371469612359359,0.4160810076550866,False,27.0,<25,others,0.9380668743242466,age:<25,27.0,25.32780560675466,1.0499988750253124,0.9000022499493753,1.0499988750253124,1.0,27.0,25.32780560675466,25.32780560675466,0.18872389604313902,0.2197173712914503
28,10,James Van Der Beek,Emma Slater,16,7.9375,0.0625,Actor/Actress,Connecticut,United States,42,35-44,Eliminated Week 10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,,,,,,25.5,11,5,137.5,27.5,1.541103500742244,0.864406779661017,0.1854545454545454,-1.2977713690461004,0.1999999999999999,-0.664406779661017,0.1728813559322033,-0.5743177247917266,-0.1328813559322033,10,0.9090909090909092,-10.5,30.75,0.0,5,1.0,5,1.0,0.0215657165874428,10.0,True,5,5,10,True,16,7.9375,0.0625,Actor/Actress,Connecticut,United States,42,35-44,Eliminated Week 10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,,,,,,11,5,137.5,27.5,1.541103500742244,0.864406779661017,0.1854545454545454,-1.2977713690461004,0.1999999999999999,-0.664406779661017,0.1728813559322033,-0.5743177247917266,-0.1328813559322033,10,0.9090909090909092,-10.5,30.75,0.0,5,1.0,5,1.0,0.3920458034998462,10.0,True,0.1854545454545454,0.3863646262363776,0.3434951305512805,False,25.5,35-44,others,1.0,无显著单向影响,25.5,25.5,1.0499988750253124,0.9000022499493753,1.0499988750253124,1.0,25.500000000000004,25.500000000000004,25.500000000000004,0.19000696009040016,0.1580405850967351
28,10,Kel Mitchell,Witney Carson,14,5.5,0.3571428571428571,Actor/Actress,Illinois,United States,41,35-44,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,,,,,,28.5,11,5,137.5,27.5,1.541103500742244,0.9661016949152542,0.2072727272727272,0.6488856845230502,0.8,-0.1661016949152541,0.7728813559322034,-0.1604711289859235,-0.1328813559322033,10,0.9090909090909092,-8.5,32.75,0.0,2,0.4,2,0.4,0.8279480145189808,,False,2,3,5,False,14,5.5,0.3571428571428571,Actor/Actress,Illinois,United States,41,35-44,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,,,,,,11,5,137.5,27.5,1.541103500742244,0.9661016949152542,0.2072727272727272,0.6488856845230502,0.8,-0.1661016949152541,0.7728813559322034,-0.1604711289859235,-0.1328813559322033,10,0.9090909090909092,-8.5,32.75,0.0,2,0.4,2,0.4,0.4598227239832363,,False,0.2072727272727272,0.5212061791690056,0.4204695986175393,False,28.5,35-44,United States - Illinois,1.0,无显著单向影响,28.5,28.5,1.0499988750253124,0.9000022499493753,1.0499988750253124,1.0,28.5,28.5,28.5,0.21236072010103543,0.21319687134481205
28,10,Lauren Alaina,Gleb Savchenko,13,8.461538461538462,0.0,Singer/Rapper,Georgia,United States,24,<25,4th Place,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,27.0,11,5,137.5,27.5,1.541103500742244,0.9152542372881356,0.1963636363636363,-0.3244428422615251,0.6,-0.3152542372881356,0.5491525423728814,-0.2885377765010055,-0.1891525423728813,10,0.9090909090909092,-8.0,31.0,0.0,3,0.6,3,0.6,0.7474769474268841,,False,3,4,7,False,13,8.461538461538462,0.0,Singer/Rapper,Georgia,United States,24,<25,4th Place,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,11,5,137.5,27.5,1.541103500742244,0.9152542372881356,0.1963636363636363,-0.3244428422615251,0.6,-0.3152542372881356,0.5491525423728814,-0.2885377765010055,-0.1891525423728813,10,0.9090909090909092,-8.0,31.0,0.0,3,0.6,3,0.6,0.1978430226767749,,False,0.1963636363636363,0.0,0.1963636363636363,True,27.0,<25,United States - Georgia,0.9380668743242466,age:<25,27.0,25.32780560675466,1.0499988750253124,0.9000022499493753,1.0499988750253124,1.0,27.0,25.32780560675466,25.32780560675466,0.18872389604313902,0.0
29,2,AJ McLean,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Florida,United States,42,35-44,Eliminated Week 9,7,,,,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11,15,273.0,18.2,2.1447610589527217,0.8636363636363636,0.0695970695970696,0.3730019232961258,0.7333333333333334,-0.1303030303030302,0.6333333333333334,-0.1125344352617079,-0.0955555555555555,2,0.1818181818181818,1.0,18.5,0.0,5,0.3333333333333333,5,0.3333333333333333,0.8936591434255049,9.0,False,5,6,11,False,25,5.8,0.32,Singer/Rapper,Florida,United States,42,35-44,Eliminated Week 9,7,,,,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8636363636363636,0.0695970695970696,0.3730019232961258,0.7333333333333334,-0.1303030303030302,0.6333333333333334,-0.1125344352617079,-0.0955555555555555,2,0.1818181818181818,1.0,18.5,0.0,5,0.3333333333333333,5,0.3333333333333333,0.8347775075663986,9.0,False,0.0695970695970696,0.9068804525828928,0.1482643275154195,False,19.0,35-44,United States - Florida,1.0,无显著单向影响,19.0,19.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.990000067499544,18.990000067499544,18.990000067499544,0.06778407794510372,0.07866725791834991
29,2,Anne Heche,Keo Motsepe,9,9.88888888888889,0.1111111111111111,Actor/Actress,Ohio,United States,51,45-54,Eliminated Week 4,13,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,0.0,18.0,0.0,6,0.4,6,0.4,0.8735918194068679,4.0,False,6,9,15,False,9,9.88888888888889,0.1111111111111111,Actor/Actress,Ohio,United States,51,45-54,Eliminated Week 4,13,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,0.0,18.0,0.0,6,0.4,6,0.4,0.7512992952341989,4.0,False,0.0659340659340659,0.7876123908429717,0.134255427270795,False,18.0,45-54,others,1.0733044097246225,age:45-54,18.0,19.319479375043205,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.0,19.319479375043205,19.319479375043205,0.06896014171469059,0.06832136133672914
29,2,Carole Baskin,Pasha Pashkov,7,10.428571428571429,0.1428571428571428,TV Personality,Texas,United States,59,55-64,Eliminated Week 3,14,,,,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11,15,273.0,18.2,2.1447610589527217,0.7272727272727273,0.0586080586080586,-1.0257552890643449,0.2666666666666667,-0.4606060606060606,0.193939393939394,-0.3349862258953168,-0.1228282828282828,2,0.1818181818181818,5.0,13.5,0.0,12,0.8,12,0.8,0.1507551999937064,3.0,False,12,14,26,False,7,10.428571428571429,0.1428571428571428,TV Personality,Texas,United States,59,55-64,Eliminated Week 3,14,,,,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.7272727272727273,0.0586080586080586,-1.0257552890643449,0.2666666666666667,-0.4606060606060606,0.193939393939394,-0.3349862258953168,-0.1228282828282828,2,0.1818181818181818,5.0,13.5,0.0,12,0.8,12,0.8,0.6171647640761397,3.0,False,0.0586080586080586,0.5959699838403966,0.1103054177217527,False,16.0,55-64,United States - Texas,1.0901192386498493,age:55-64,16.0,17.44190781839759,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,15.990000067499544,17.43100669959364,17.43100669959364,0.062219310826071905,0.05169735911369417
29,2,Charles Oakley,Emma Slater,16,7.9375,0.0625,Athlete,Ohio,United States,56,55-64,Eliminated Week 2,15,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11,15,273.0,18.2,2.1447610589527217,0.6818181818181818,0.0549450549450549,-1.4920076931845017,0.1333333333333333,-0.5484848484848485,0.0909090909090908,-0.3739669421487603,-0.0731313131313131,2,0.1818181818181818,3.0,13.5,0.0,14,0.9333333333333332,14,0.9333333333333332,0.0437275841746813,2.0,True,14,15,29,True,16,7.9375,0.0625,Athlete,Ohio,United States,56,55-64,Eliminated Week 2,15,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.6818181818181818,0.0549450549450549,-1.4920076931845017,0.1333333333333333,-0.5484848484848485,0.0909090909090908,-0.3739669421487603,-0.0731313131313131,2,0.1818181818181818,3.0,13.5,0.0,14,0.9333333333333332,14,0.9333333333333332,0.2000329005338834,2.0,True,0.0549450549450549,0.0,0.0549450549450549,True,15.0,55-64,others,1.0901192386498493,age:55-64,15.0,16.35178857974774,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,15.0,16.35178857974774,16.35178857974774,0.058367083080133025,0.0
29,2,Chrishell Stause,Gleb Savchenko,13,8.461538461538462,0.0,Actor/Actress,Kentucky,United States,39,35-44,Eliminated Week 8,8,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,5.0,15.5,0.0,6,0.4,6,0.4,0.8732085713345393,8.0,False,6,10,16,False,13,8.461538461538462,0.0,Actor/Actress,Kentucky,United States,39,35-44,Eliminated Week 8,8,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,5.0,15.5,0.0,6,0.4,6,0.4,0.7611947651549562,8.0,False,0.0659340659340659,0.8017503734911599,0.1354818252202299,False,18.0,35-44,others,1.0,无显著单向影响,18.0,18.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.0,18.0,18.0,0.06425031062006321,0.06954775928616394
29,2,Jeannie Mai,Brandon Armstrong,8,9.125,0.125,TV Personality,California,United States,41,35-44,Withdrew,9,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,0.0,18.0,0.0,6,0.4,6,0.4,0.88020800538054,7.0,False,6,7,13,False,8,9.125,0.125,TV Personality,California,United States,41,35-44,Withdrew,9,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,0.0,18.0,0.0,6,0.4,6,0.4,0.7512254281027873,7.0,False,0.0659340659340659,0.7875068544479815,0.1342462725263292,False,18.0,35-44,United States - California,1.0,无显著单向影响,18.0,18.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.0,18.0,18.0,0.06425031062006321,0.0683122065922633
29,2,Jesse Metcalfe,Sharna Burgess,14,6.571428571428571,0.3571428571428571,Actor/Actress,California,United States,41,35-44,Eliminated Week 5,12,,,,,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11,15,273.0,18.2,2.1447610589527217,0.9090909090909092,0.0732600732600732,0.8392543274162827,0.8,-0.109090909090909,0.7272727272727273,-0.0991735537190082,-0.0872727272727272,2,0.1818181818181818,2.0,19.0,0.0,4,0.2666666666666666,4,0.2666666666666666,0.9183252195633854,5.0,False,4,5,9,False,14,6.571428571428571,0.3571428571428571,Actor/Actress,California,United States,41,35-44,Eliminated Week 5,12,,,,,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.9090909090909092,0.0732600732600732,0.8392543274162827,0.8,-0.109090909090909,0.7272727272727273,-0.0991735537190082,-0.0872727272727272,2,0.1818181818181818,2.0,19.0,0.0,4,0.2666666666666666,4,0.2666666666666666,0.842255573884224,5.0,False,0.0732600732600732,0.917564611363634,0.152854127507588,False,20.0,35-44,United States - California,1.0,无显著单向影响,20.0,20.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,19.980000134999088,19.980000134999088,19.980000134999088,0.07131784527014423,0.07959405424751474
29,2,Johnny Weir,Britt Stewart,6,10.0,0.0,Athlete,Pennsylvania,United States,36,35-44,Eliminated Week 10,6,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,0.0,18.0,0.0,6,0.4,6,0.4,0.805669957586755,10.0,False,6,11,17,False,6,10.0,0.0,Athlete,Pennsylvania,United States,36,35-44,Eliminated Week 10,6,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,0.0,18.0,0.0,6,0.4,6,0.4,0.7255604270581504,10.0,False,0.0659340659340659,0.7508384251221875,0.1310654731397977,False,18.0,35-44,United States - Pennsylvania,1.0,无显著单向影响,18.0,18.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.0,18.0,18.0,0.06425031062006321,0.06513140720573184
29,2,Justina Machado,Sasha Farber,12,6.083333333333333,0.1666666666666666,Actor/Actress,Illinois,United States,48,45-54,4th Place,4,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,15,273.0,18.2,2.1447610589527217,0.9545454545454546,0.0769230769230769,1.3055067315364397,0.9333333333333332,-0.0212121212121212,0.890909090909091,-0.0202479338842975,-0.0197979797979798,2,0.1818181818181818,0.0,21.0,0.0,2,0.1333333333333333,2,0.1333333333333333,0.9339754132111838,,False,2,3,5,False,12,6.083333333333333,0.1666666666666666,Actor/Actress,Illinois,United States,48,45-54,4th Place,4,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.9545454545454546,0.0769230769230769,1.3055067315364397,0.9333333333333332,-0.0212121212121212,0.890909090909091,-0.0202479338842975,-0.0197979797979798,2,0.1818181818181818,0.0,21.0,0.0,2,0.1333333333333333,2,0.1333333333333333,0.8798235134942752,,False,0.0769230769230769,0.9712391596759836,0.1611731247182666,False,21.0,45-54,United States - Illinois,1.0733044097246225,age:45-54,21.0,22.53939260421707,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,21.0,22.53939260421707,22.53939260421707,0.08045349866713901,0.08425004779518976
29,2,Kaitlyn Bristowe,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,TV Personality,Unknown,Canada,35,35-44,1st Place,1,,,,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,15,273.0,18.2,2.1447610589527217,1.0,0.0805860805860805,1.7717591356565965,1.0,0.0,1.0,0.0,0.0,2,0.1818181818181818,2.0,21.0,0.0,1,0.0666666666666666,1,0.0666666666666666,0.9419447926825488,,False,1,2,3,False,12,7.416666666666667,0.0833333333333333,TV Personality,Unknown,Canada,35,35-44,1st Place,1,,,,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,1.0,0.0805860805860805,1.7717591356565965,1.0,0.0,1.0,0.0,0.0,2,0.1818181818181818,2.0,21.0,0.0,1,0.0666666666666666,1,0.0666666666666666,0.8999538275146054,,False,0.0805860805860805,1.0,0.1673309847179285,False,22.0,35-44,others,1.0,无显著单向影响,22.0,22.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,21.990000067499544,21.990000067499544,21.990000067499544,0.07849246304844759,0.08674490413184795
