season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week_total_judge_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent
19,3,Bethany Mota,Derek Hough,17,2.9411764705882355,0.5294117647058824,Social Media Personality,California,United States,18,<25,Eliminated Week 11,4,40.0,11,11,353.0,32.09090909090909,4.50454316117729,1.0,0.1133144475920679,1.7558031138997494,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,7.0,36.5,0.0,1,0.0909090909090909,1,0.0909090909090909,0.9520926344772208,11.0,False,1,1,2,False,17,2.9411764705882355,0.5294117647058824,Social Media Personality,California,United States,18,<25,Eliminated Week 11,4,40.0,11,11,353.0,32.09090909090909,4.50454316117729,1.0,0.1133144475920679,1.7558031138997494,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,7.0,36.5,0.0,1,0.0909090909090909,1,0.0909090909090909,0.925104742383886,11.0,False,0.11331444759206799,1.0,0.24084961804723926,False
19,3,Betsey Johnson,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Fashion Designer,Connecticut,United States,72,65+,Eliminated Week 4,10,29.0,11,11,353.0,32.09090909090909,4.50454316117729,0.725,0.0821529745042493,-0.6861759295700178,0.3636363636363636,-0.3613636363636363,0.2636363636363636,-0.2619886363636363,-0.1314049586776859,3,0.2727272727272727,1.0,28.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.4055983796380163,4.0,False,8,8,16,False,21,7.666666666666667,0.1428571428571428,Fashion Designer,Connecticut,United States,72,65+,Eliminated Week 4,10,29.0,11,11,353.0,32.09090909090909,4.50454316117729,0.725,0.0821529745042493,-0.6861759295700178,0.3636363636363636,-0.3613636363636363,0.2636363636363636,-0.2619886363636363,-0.1314049586776859,3,0.2727272727272727,1.0,28.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.6109691055105371,4.0,False,0.0821529745042493,0.618885447916416,0.16108263559649444,False
19,3,Janel Parrish,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Hawaii,United States,25,25-34,3rd Place,3,40.0,11,11,353.0,32.09090909090909,4.50454316117729,1.0,0.1133144475920679,1.7558031138997494,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,6.0,37.0,0.0,1,0.0909090909090909,1,0.0909090909090909,0.942772520766732,,False,1,2,3,False,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Hawaii,United States,25,25-34,3rd Place,3,40.0,11,11,353.0,32.09090909090909,4.50454316117729,1.0,0.1133144475920679,1.7558031138997494,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,6.0,37.0,0.0,1,0.0909090909090909,1,0.0909090909090909,0.9025466682682842,,False,0.11331444759206799,0.9726321712556859,0.23735925734334523,False
19,3,Jonathan Bennett,Allison Holker,4,7.25,0.25,Actor/Actress,Ohio,United States,33,25-34,Eliminated Week 6,9,32.0,11,11,353.0,32.09090909090909,4.50454316117729,0.8,0.0906515580736544,-0.020181644987354,0.7272727272727273,-0.0727272727272727,0.5818181818181819,-0.0581818181818182,-0.052892561983471,3,0.2727272727272727,2.0,31.0,0.0,4,0.3636363636363636,4,0.3636363636363636,0.8979864769996654,6.0,False,4,3,7,False,4,7.25,0.25,Actor/Actress,Ohio,United States,33,25-34,Eliminated Week 6,9,32.0,11,11,353.0,32.09090909090909,4.50454316117729,0.8,0.0906515580736544,-0.020181644987354,0.7272727272727273,-0.0727272727272727,0.5818181818181819,-0.0581818181818182,-0.052892561983471,3,0.2727272727272727,2.0,31.0,0.0,4,0.3636363636363636,4,0.3636363636363636,0.7649955056156692,6.0,False,0.0906515580736544,0.8057528249175847,0.19341338194425434,False
19,3,Lea Thompson,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,Actor/Actress,Minnesota,United States,53,45-54,Eliminated Week 9,6,31.0,11,11,353.0,32.09090909090909,4.50454316117729,0.775,0.0878186968838526,-0.2421797398482419,0.4545454545454546,-0.3204545454545454,0.3522727272727273,-0.2483522727272727,-0.1456611570247934,3,0.2727272727272727,-4.0,33.0,0.0,7,0.6363636363636364,7,0.6363636363636364,0.6668993221933501,9.0,False,7,7,14,False,12,7.416666666666667,0.0833333333333333,Actor/Actress,Minnesota,United States,53,45-54,Eliminated Week 9,6,31.0,11,11,353.0,32.09090909090909,4.50454316117729,0.775,0.0878186968838526,-0.2421797398482419,0.4545454545454546,-0.3204545454545454,0.3522727272727273,-0.2483522727272727,-0.1456611570247934,3,0.2727272727272727,-4.0,33.0,0.0,7,0.6363636363636364,7,0.6363636363636364,0.6576306254915001,9.0,False,0.08781869688385269,0.6754959759802972,0.17396819132228217,False
19,3,Michael Waltrip,Emma Slater,16,7.9375,0.0625,Racing Driver,Kentucky,United States,51,45-54,Eliminated Week 8,7,28.0,11,11,353.0,32.09090909090909,4.50454316117729,0.7,0.0793201133144475,-0.9081740244309056,0.1818181818181817,-0.5181818181818182,0.1272727272727272,-0.3627272727272727,-0.0942148760330578,3,0.2727272727272727,4.0,26.0,0.0,10,0.9090909090909092,10,0.9090909090909092,0.2203357323036043,8.0,False,10,10,20,False,16,7.9375,0.0625,Racing Driver,Kentucky,United States,51,45-54,Eliminated Week 8,7,28.0,11,11,353.0,32.09090909090909,4.50454316117729,0.7,0.0793201133144475,-0.9081740244309056,0.1818181818181817,-0.5181818181818182,0.1272727272727272,-0.3627272727272727,-0.0942148760330578,3,0.2727272727272727,4.0,26.0,0.0,10,0.9090909090909092,10,0.9090909090909092,0.574541425306669,8.0,False,0.07932011331444759,0.5746907835907682,0.15261340035871215,False
19,3,Randy Couture,Karina Smirnoff,18,6.722222222222222,0.2222222222222222,Athlete,Washington,United States,51,45-54,Eliminated Week 3,11,26.0,11,11,353.0,32.09090909090909,4.50454316117729,0.65,0.0736543909348441,-1.3521702141526817,0.0909090909090909,-0.5590909090909091,0.0590909090909091,-0.3634090909090909,-0.0508264462809917,3,0.2727272727272727,-2.0,27.0,0.0,11,1.0,11,1.0,0.055879401444481,3.0,True,11,11,22,True,18,6.722222222222222,0.2222222222222222,Athlete,Washington,United States,51,45-54,Eliminated Week 3,11,26.0,11,11,353.0,32.09090909090909,4.50454316117729,0.65,0.0736543909348441,-1.3521702141526817,0.0909090909090909,-0.5590909090909091,0.0590909090909091,-0.3634090909090909,-0.0508264462809917,3,0.2727272727272727,-2.0,27.0,0.0,11,1.0,11,1.0,0.1008495803704073,3.0,True,0.07365439093484419,0.0,0.07365439093484419,True
19,3,Sadie Robertson,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Louisiana,United States,17,<25,2nd Place,2,32.0,11,11,353.0,32.09090909090909,4.50454316117729,0.8,0.0906515580736544,-0.020181644987354,0.7272727272727273,-0.0727272727272727,0.5818181818181819,-0.0581818181818182,-0.052892561983471,3,0.2727272727272727,1.0,31.5,0.0,4,0.3636363636363636,4,0.3636363636363636,0.8153999624801862,,False,4,6,10,False,21,5.190476190476191,0.4761904761904761,TV Personality,Louisiana,United States,17,<25,2nd Place,2,32.0,11,11,353.0,32.09090909090909,4.50454316117729,0.8,0.0906515580736544,-0.020181644987354,0.7272727272727273,-0.0727272727272727,0.5818181818181819,-0.0581818181818182,-0.052892561983471,3,0.2727272727272727,1.0,31.5,0.0,4,0.3636363636363636,4,0.3636363636363636,0.8181759912720894,,False,0.0906515580736544,0.8702722699963534,0.20164188037004815,False
19,3,Tommy Chong,Peta Murgatroyd,15,7.4,0.1333333333333333,Comedian,Unknown,Canada,76,65+,Eliminated Week 10,5,34.0,11,11,353.0,32.09090909090909,4.50454316117729,0.85,0.0963172804532577,0.4238145447344218,0.8181818181818181,-0.0318181818181818,0.6954545454545454,-0.0270454545454545,-0.0260330578512397,3,0.2727272727272727,6.0,31.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.8737985966477572,10.0,False,3,5,8,False,15,7.4,0.1333333333333333,Comedian,Unknown,Canada,76,65+,Eliminated Week 10,5,34.0,11,11,353.0,32.09090909090909,4.50454316117729,0.85,0.0963172804532577,0.4238145447344218,0.8181818181818181,-0.0318181818181818,0.6954545454545454,-0.0270454545454545,-0.0260330578512397,3,0.2727272727272727,6.0,31.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.7728549492145786,10.0,False,0.09631728045325778,0.8152880319276452,0.20029517857521112,False
19,4,Alfonso Ribeiro,Witney Carson,14,5.5,0.3571428571428571,Actor/Actress,New York,United States,42,35-44,1st Place,1,40.0,11,10,320.0,32.0,5.79271573232759,1.0,0.125,1.381044810356246,1.0,0.0,1.0,0.0,0.0,4,0.3636363636363636,8.0,36.0,0.0,1,0.1,1,0.1,0.92901163832429,,False,1,1,2,False,14,5.5,0.3571428571428571,Actor/Actress,New York,United States,42,35-44,1st Place,1,40.0,11,10,320.0,32.0,5.79271573232759,1.0,0.125,1.381044810356246,1.0,0.0,1.0,0.0,0.0,4,0.3636363636363636,8.0,36.0,0.0,1,0.1,1,0.1,0.8588681898410563,,False,0.125,1.0,0.27083279211344913,False
19,4,Antonio Sabato Jr.,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,Italy,42,35-44,Eliminated Week 7,8,29.0,11,10,320.0,32.0,5.79271573232759,0.725,0.090625,-0.5178918038835923,0.5,-0.2249999999999999,0.3625,-0.163125,-0.1124999999999999,4,0.3636363636363636,0.0,29.0,0.0,6,0.6,6,0.6,0.3939694521476885,7.0,False,6,9,15,False,25,5.8,0.32,Actor/Actress,Unknown,Italy,42,35-44,Eliminated Week 7,8,29.0,11,10,320.0,32.0,5.79271573232759,0.725,0.090625,-0.5178918038835923,0.5,-0.2249999999999999,0.3625,-0.163125,-0.1124999999999999,4,0.3636363636363636,0.0,29.0,0.0,6,0.6,6,0.6,0.6719283764816308,7.0,False,0.090625,0.72702819332852,0.19664955137829454,False
19,4,Bethany Mota,Derek Hough,17,2.9411764705882355,0.5294117647058824,Social Media Personality,California,United States,18,<25,Eliminated Week 11,4,33.0,11,10,320.0,32.0,5.79271573232759,0.825,0.103125,0.1726306012945307,0.6,-0.2249999999999999,0.4949999999999999,-0.1856249999999999,-0.1349999999999999,4,0.3636363636363636,-7.0,36.5,0.0,5,0.5,5,0.5,0.8321110268697274,11.0,False,5,3,8,False,17,2.9411764705882355,0.5294117647058824,Social Media Personality,California,United States,18,<25,Eliminated Week 11,4,33.0,11,10,320.0,32.0,5.79271573232759,0.825,0.103125,0.1726306012945307,0.6,-0.2249999999999999,0.4949999999999999,-0.1856249999999999,-0.1349999999999999,4,0.3636363636363636,-7.0,36.5,0.0,5,0.5,5,0.5,0.7767701811285757,11.0,False,0.103125,0.8801194814542335,0.23147528137391185,False
19,4,Betsey Johnson,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Fashion Designer,Connecticut,United States,72,65+,Eliminated Week 4,10,29.0,11,10,320.0,32.0,5.79271573232759,0.725,0.090625,-0.5178918038835923,0.5,-0.2249999999999999,0.3625,-0.163125,-0.1124999999999999,4,0.3636363636363636,0.0,29.0,0.0,6,0.6,6,0.6,0.4991671100519603,4.0,True,6,7,13,False,21,7.666666666666667,0.1428571428571428,Fashion Designer,Connecticut,United States,72,65+,Eliminated Week 4,10,29.0,11,10,320.0,32.0,5.79271573232759,0.725,0.090625,-0.5178918038835923,0.5,-0.2249999999999999,0.3625,-0.163125,-0.1124999999999999,4,0.3636363636363636,0.0,29.0,0.0,6,0.6,6,0.6,0.1740362445976911,4.0,True,0.090625,0.0,0.090625,True
19,4,Janel Parrish,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Hawaii,United States,25,25-34,3rd Place,3,36.0,11,10,320.0,32.0,5.79271573232759,0.9,0.1125,0.690522405178123,0.7,-0.2,0.63,-0.18,-0.14,4,0.3636363636363636,-4.0,38.0,0.0,4,0.4,4,0.4,0.7911221946032112,,False,4,5,9,False,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Hawaii,United States,25,25-34,3rd Place,3,36.0,11,10,320.0,32.0,5.79271573232759,0.9,0.1125,0.690522405178123,0.7,-0.2,0.63,-0.18,-0.14,4,0.3636363636363636,-4.0,38.0,0.0,4,0.4,4,0.4,0.783779379464796,,False,0.1125,0.8903543987721304,0.24234286794343107,False
19,4,Jonathan Bennett,Allison Holker,4,7.25,0.25,Actor/Actress,Ohio,United States,33,25-34,Eliminated Week 6,9,24.0,11,10,320.0,32.0,5.79271573232759,0.6,0.075,-1.381044810356246,0.0999999999999999,-0.5,0.0599999999999999,-0.3,-0.0499999999999999,4,0.3636363636363636,-8.0,28.0,0.0,10,1.0,10,1.0,0.5099719352970353,6.0,False,10,6,16,False,4,7.25,0.25,Actor/Actress,Ohio,United States,33,25-34,Eliminated Week 6,9,24.0,11,10,320.0,32.0,5.79271573232759,0.6,0.075,-1.381044810356246,0.0999999999999999,-0.5,0.0599999999999999,-0.3,-0.0499999999999999,4,0.3636363636363636,-8.0,28.0,0.0,10,1.0,10,1.0,0.5351717902783988,6.0,False,0.075,0.5273345500148549,0.15190266980655553,False
19,4,Lea Thompson,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,Actor/Actress,Minnesota,United States,53,45-54,Eliminated Week 9,6,39.0,11,10,320.0,32.0,5.79271573232759,0.975,0.121875,1.2084142090617154,0.9,-0.0749999999999999,0.8775,-0.0731249999999999,-0.0674999999999999,4,0.3636363636363636,8.0,35.0,0.0,2,0.2,2,0.2,0.8264997613141988,9.0,False,2,4,6,False,12,7.416666666666667,0.0833333333333333,Actor/Actress,Minnesota,United States,53,45-54,Eliminated Week 9,6,39.0,11,10,320.0,32.0,5.79271573232759,0.975,0.121875,1.2084142090617154,0.9,-0.0749999999999999,0.8775,-0.0731249999999999,-0.0674999999999999,4,0.3636363636363636,8.0,35.0,0.0,2,0.2,2,0.2,0.7862682343058336,9.0,False,0.121875,0.8939886551153463,0.2522478616932182,False
19,4,Michael Waltrip,Emma Slater,16,7.9375,0.0625,Racing Driver,Kentucky,United States,51,45-54,Eliminated Week 8,7,25.0,11,10,320.0,32.0,5.79271573232759,0.625,0.078125,-1.2084142090617154,0.1999999999999999,-0.425,0.1249999999999999,-0.265625,-0.0849999999999999,4,0.3636363636363636,-3.0,26.5,0.0,9,0.9,9,0.9,0.3027580740079255,8.0,False,9,10,19,True,16,7.9375,0.0625,Racing Driver,Kentucky,United States,51,45-54,Eliminated Week 8,7,25.0,11,10,320.0,32.0,5.79271573232759,0.625,0.078125,-1.2084142090617154,0.1999999999999999,-0.425,0.1249999999999999,-0.265625,-0.0849999999999999,4,0.3636363636363636,-3.0,26.5,0.0,9,0.9,9,0.9,0.4320865654301271,8.0,False,0.078125,0.37680824124046075,0.1330759979114545,False
19,4,Sadie Robertson,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Louisiana,United States,17,<25,2nd Place,2,37.0,11,10,320.0,32.0,5.79271573232759,0.925,0.115625,0.8631530064726538,0.8,-0.125,0.7400000000000001,-0.115625,-0.1,4,0.3636363636363636,5.0,34.5,0.0,3,0.3,3,0.3,0.9044222034496596,,False,3,2,5,False,21,5.190476190476191,0.4761904761904761,TV Personality,Louisiana,United States,17,<25,2nd Place,2,37.0,11,10,320.0,32.0,5.79271573232759,0.925,0.115625,0.8631530064726538,0.8,-0.125,0.7400000000000001,-0.115625,-0.1,4,0.3636363636363636,5.0,34.5,0.0,3,0.3,3,0.3,0.823182766955921,,False,0.115625,0.9478917081292784,0.2538586944176792,False
19,4,Tommy Chong,Peta Murgatroyd,15,7.4,0.1333333333333333,Comedian,Unknown,Canada,76,65+,Eliminated Week 10,5,28.0,11,10,320.0,32.0,5.79271573232759,0.7,0.0875,-0.690522405178123,0.3,-0.3999999999999999,0.21,-0.2799999999999999,-0.12,4,0.3636363636363636,-6.0,31.0,0.0,8,0.8,8,0.8,0.4094263236207067,10.0,False,8,8,16,False,15,7.4,0.1333333333333333,Comedian,Unknown,Canada,76,65+,Eliminated Week 10,5,28.0,11,10,320.0,32.0,5.79271573232759,0.7,0.0875,-0.690522405178123,0.3,-0.3999999999999999,0.21,-0.2799999999999999,-0.12,4,0.3636363636363636,-6.0,31.0,0.0,8,0.8,8,0.8,0.5942786270898345,10.0,False,0.0875,0.6136430775623413,0.17698928336200603,False
19,6,Alfonso Ribeiro,Witney Carson,14,5.5,0.3571428571428571,Actor/Actress,New York,United States,42,35-44,1st Place,1,39.0,11,9,293.0,32.55555555555556,3.678012748452318,1.0,0.1331058020477815,1.7521539171271825,1.0,0.0,1.0,0.0,0.0,6,0.5454545454545454,5.0,36.5,0.0,1,0.1111111111111111,1,0.1111111111111111,0.9378991518131716,,False,1,1,2,False,14,5.5,0.3571428571428571,Actor/Actress,New York,United States,42,35-44,1st Place,1,39.0,11,9,293.0,32.55555555555556,3.678012748452318,1.0,0.1331058020477815,1.7521539171271825,1.0,0.0,1.0,0.0,0.0,6,0.5454545454545454,5.0,36.5,0.0,1,0.1111111111111111,1,0.1111111111111111,0.8222620730574275,,False,0.13310580204778158,0.9530987563299466,0.30139259283488384,False
19,6,Antonio Sabato Jr.,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,Italy,42,35-44,Eliminated Week 7,8,28.0,11,9,293.0,32.55555555555556,3.678012748452318,0.717948717948718,0.0955631399317406,-1.2385915621071468,0.2222222222222222,-0.4957264957264957,0.1595441595441595,-0.3559062020600482,-0.1101614434947768,6,0.5454545454545454,0.0,28.0,0.0,8,0.8888888888888888,8,0.8888888888888888,0.0776171846956772,7.0,False,8,9,17,True,25,5.8,0.32,Actor/Actress,Unknown,Italy,42,35-44,Eliminated Week 7,8,28.0,11,9,293.0,32.55555555555556,3.678012748452318,0.717948717948718,0.0955631399317406,-1.2385915621071468,0.2222222222222222,-0.4957264957264957,0.1595441595441595,-0.3559062020600482,-0.1101614434947768,6,0.5454545454545454,0.0,28.0,0.0,8,0.8888888888888888,8,0.8888888888888888,0.4754622901958794,7.0,False,0.09556313993174062,0.4281285321407756,0.17115696086567744,False
19,6,Bethany Mota,Derek Hough,17,2.9411764705882355,0.5294117647058824,Social Media Personality,California,United States,18,<25,Eliminated Week 11,4,36.0,11,9,293.0,32.55555555555556,3.678012748452318,0.9230769230769232,0.1228668941979522,0.9364960591541834,0.8888888888888888,-0.0341880341880342,0.8205128205128205,-0.0315581854043393,-0.0303893637226971,6,0.5454545454545454,4.0,34.0,0.0,2,0.2222222222222222,2,0.2222222222222222,0.9131407476396391,11.0,False,2,2,4,False,17,2.9411764705882355,0.5294117647058824,Social Media Personality,California,United States,18,<25,Eliminated Week 11,4,36.0,11,9,293.0,32.55555555555556,3.678012748452318,0.9230769230769232,0.1228668941979522,0.9364960591541834,0.8888888888888888,-0.0341880341880342,0.8205128205128205,-0.0315581854043393,-0.0303893637226971,6,0.5454545454545454,4.0,34.0,0.0,2,0.2222222222222222,2,0.2222222222222222,0.8532454324390636,11.0,False,0.12286689419795221,1.0,0.2994349462171537,False
19,6,Janel Parrish,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Hawaii,United States,25,25-34,3rd Place,3,33.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8461538461538461,0.1126279863481228,0.1208382011811845,0.6666666666666667,-0.1794871794871794,0.5641025641025642,-0.1518737672583825,-0.1196581196581196,6,0.5454545454545454,0.0,33.0,0.0,4,0.4444444444444444,4,0.4444444444444444,0.8206027400940703,,False,4,5,9,False,19,5.2631578947368425,0.4736842105263157,Actor/Actress,Hawaii,United States,25,25-34,3rd Place,3,33.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8461538461538461,0.1126279863481228,0.1208382011811845,0.6666666666666667,-0.1794871794871794,0.5641025641025642,-0.1518737672583825,-0.1196581196581196,6,0.5454545454545454,0.0,33.0,0.0,4,0.4444444444444444,4,0.4444444444444444,0.7562614654346272,,False,0.11262798634812286,0.8531899458501097,0.2632740730892447,False
19,6,Jonathan Bennett,Allison Holker,4,7.25,0.25,Actor/Actress,Ohio,United States,33,25-34,Eliminated Week 6,9,32.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8205128205128205,0.1092150170648464,-0.1510477514764817,0.5555555555555556,-0.2649572649572649,0.4558404558404558,-0.2174008327854481,-0.1471984805318138,6,0.5454545454545454,8.0,28.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.8822561413122093,6.0,True,5,3,8,False,4,7.25,0.25,Actor/Actress,Ohio,United States,33,25-34,Eliminated Week 6,9,32.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8205128205128205,0.1092150170648464,-0.1510477514764817,0.5555555555555556,-0.2649572649572649,0.4558404558404558,-0.2174008327854481,-0.1471984805318138,6,0.5454545454545454,8.0,28.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.1926369505062287,6.0,True,0.10921501706484642,0.0,0.10921501706484642,True
19,6,Lea Thompson,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,Actor/Actress,Minnesota,United States,53,45-54,Eliminated Week 9,6,32.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8205128205128205,0.1092150170648464,-0.1510477514764817,0.5555555555555556,-0.2649572649572649,0.4558404558404558,-0.2174008327854481,-0.1471984805318138,6,0.5454545454545454,-2.0,33.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.8215685753178227,9.0,False,5,4,9,False,12,7.416666666666667,0.0833333333333333,Actor/Actress,Minnesota,United States,53,45-54,Eliminated Week 9,6,32.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8205128205128205,0.1092150170648464,-0.1510477514764817,0.5555555555555556,-0.2649572649572649,0.4558404558404558,-0.2174008327854481,-0.1471984805318138,6,0.5454545454545454,-2.0,33.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.6083079607735868,9.0,False,0.10921501706484642,0.6292244523581823,0.22031595290057948,False
19,6,Michael Waltrip,Emma Slater,16,7.9375,0.0625,Racing Driver,Kentucky,United States,51,45-54,Eliminated Week 8,7,30.0,11,9,293.0,32.55555555555556,3.678012748452318,0.7692307692307693,0.1023890784982935,-0.6948196567918142,0.3333333333333333,-0.4358974358974359,0.2564102564102564,-0.3353057199211046,-0.1452991452991453,6,0.5454545454545454,10.0,25.0,0.0,7,0.7777777777777778,7,0.7777777777777778,0.3974826426888483,8.0,False,7,8,15,False,16,7.9375,0.0625,Racing Driver,Kentucky,United States,51,45-54,Eliminated Week 8,7,30.0,11,9,293.0,32.55555555555556,3.678012748452318,0.7692307692307693,0.1023890784982935,-0.6948196567918142,0.3333333333333333,-0.4358974358974359,0.2564102564102564,-0.3353057199211046,-0.1452991452991453,6,0.5454545454545454,10.0,25.0,0.0,7,0.7777777777777778,7,0.7777777777777778,0.4628370958387581,8.0,False,0.10238907849829351,0.4090170694478021,0.17460842569329438,False
19,6,Sadie Robertson,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Louisiana,United States,17,<25,2nd Place,2,35.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8974358974358975,0.1194539249146757,0.6646101064965171,0.7777777777777778,-0.1196581196581196,0.698005698005698,-0.1073854920008766,-0.0930674264007597,6,0.5454545454545454,-1.0,35.5,0.0,3,0.3333333333333333,3,0.3333333333333333,0.6977217296695943,,False,3,6,9,False,21,5.190476190476191,0.4761904761904761,TV Personality,Louisiana,United States,17,<25,2nd Place,2,35.0,11,9,293.0,32.55555555555556,3.678012748452318,0.8974358974358975,0.1194539249146757,0.6646101064965171,0.7777777777777778,-0.1196581196581196,0.698005698005698,-0.1073854920008766,-0.0930674264007597,6,0.5454545454545454,-1.0,35.5,0.0,3,0.3333333333333333,3,0.3333333333333333,0.7985535571983587,,False,0.11945392491467577,0.9172098501056403,0.2814038814406524,False
19,6,Tommy Chong,Peta Murgatroyd,15,7.4,0.1333333333333333,Comedian,Unknown,Canada,76,65+,Eliminated Week 10,5,28.0,11,9,293.0,32.55555555555556,3.678012748452318,0.717948717948718,0.0955631399317406,-1.2385915621071468,0.2222222222222222,-0.4957264957264957,0.1595441595441595,-0.3559062020600482,-0.1101614434947768,6,0.5454545454545454,5.0,25.5,0.0,8,0.8888888888888888,8,0.8888888888888888,0.4273432476643451,10.0,False,8,7,15,False,15,7.4,0.1333333333333333,Comedian,Unknown,Canada,76,65+,Eliminated Week 10,5,28.0,11,9,293.0,32.55555555555556,3.678012748452318,0.717948717948718,0.0955631399317406,-1.2385915621071468,0.2222222222222222,-0.4957264957264957,0.1595441595441595,-0.3559062020600482,-0.1101614434947768,6,0.5454545454545454,5.0,25.5,0.0,8,0.8888888888888888,8,0.8888888888888888,0.5055474478218913,10.0,False,0.09556313993174062,0.4736701175863448,0.1791981498936676,False
19,7,Alfonso Ribeiro,Witney Carson,14,5.5,0.3571428571428571,Actor/Actress,New York,United States,42,35-44,1st Place,1,34.0,11,8,258.5,32.3125,3.206438834595165,0.9066666666666666,0.1315280464216634,0.5262847935201791,0.75,-0.1566666666666666,0.6799999999999999,-0.1420444444444444,-0.1174999999999999,7,0.6363636363636364,-5.0,36.5,0.0,3,0.375,3,0.375,0.8843407987993817,,False,3,2,5,False,14,5.5,0.3571428571428571,Actor/Actress,New York,United States,42,35-44,1st Place,1,34.0,11,8,258.5,32.3125,3.206438834595165,0.9066666666666666,0.1315280464216634,0.5262847935201791,0.75,-0.1566666666666666,0.6799999999999999,-0.1420444444444444,-0.1174999999999999,7,0.6363636363636364,-5.0,36.5,0.0,3,0.375,3,0.375,0.735887620986043,,False,0.13152804642166344,0.8118878748521151,0.29260043547208126,False
