season,week,celebrity_name,ballroom_partner,results,elimination_week,week_total_judge,composite_attractiveness,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,is_eliminated_this_week,judge_percent,fan_percent,combined_percent,predicted_eliminated_percent
20,4,Noah Galloway,Sharna Burgess,3rd Place,,32.0,0.8037830909725555,6,7,13,False,False,0.09846153846153846,0.10892310028860788,0.20738463875014634,False
20,4,Patti LaBelle,Artem Chigvintsev,Eliminated Week 6,6.0,30.0,0.2664753131818778,7,10,17,False,False,0.09230769230769231,0.08168138884495707,0.17398908115264938,False
20,4,Riker Lynch,Allison Holker,2nd Place,,34.0,0.8856073627917684,4,4,8,False,False,0.10461538461538461,0.12320364764708833,0.22781903226247294,False
20,4,Robert Herjavec,Kym Johnson,Eliminated Week 8,8.0,34.0,0.8478953170668331,4,5,9,False,False,0.10461538461538461,0.12036820741201625,0.22498359202740087,False
20,4,Rumer Willis,Valentin Chmerkovskiy,1st Place,,35.0,0.8920643677312116,3,3,6,False,False,0.1076923076923077,0.13801830432108117,0.24571061201338887,False
20,4,Suzanne Somers,Tony Dovolani,Eliminated Week 5,5.0,28.0,0.2912752775338101,9,9,18,True,False,0.08615384615384615,0.06429324545957782,0.15044709161342396,False
20,4,Willow Shields,Mark Ballas,Eliminated Week 7,7.0,39.0,0.9368719298589996,1,1,2,False,False,0.12,0.15384428857592397,0.27384428857592397,False
20,5,Chris Soules,Witney Carson,Eliminated Week 8,8.0,27.0,0.3944014484279367,7,6,13,False,False,0.09540636042402827,0.05729041722741449,0.15269677765144277,False
20,5,Nastia Liukin,Derek Hough,Eliminated Week 9,9.0,38.0,0.910189752023511,2,3,5,False,False,0.13427561837455831,0.17257912243363388,0.3068547408081922,False
20,5,Noah Galloway,Sharna Burgess,3rd Place,,28.0,0.5493792230156178,5,5,10,False,False,0.0989399293286219,0.13519282897944548,0.2341327583080674,False
20,5,Patti LaBelle,Artem Chigvintsev,Eliminated Week 6,6.0,27.0,0.053942794126829,7,9,16,True,False,0.09540636042402827,0.07020284215690344,0.1656092025809317,False
20,5,Riker Lynch,Allison Holker,2nd Place,,38.0,0.9176569877908972,2,2,4,False,False,0.13427561837455831,0.15855382173390414,0.29282944010846246,False
20,5,Robert Herjavec,Kym Johnson,Eliminated Week 8,8.0,24.0,0.2355864812110016,9,7,16,False,False,0.08480565371024736,0.07600879538749256,0.1608144490977399,False
20,5,Rumer Willis,Valentin Chmerkovskiy,1st Place,,39.0,0.9273180284590644,1,1,2,False,False,0.13780918727915195,0.17758095639603078,0.3153901436751827,False
20,5,Suzanne Somers,Tony Dovolani,Eliminated Week 5,5.0,28.0,0.1002194050415674,5,8,13,False,True,0.0989399293286219,0.0,0.0989399293286219,True
20,5,Willow Shields,Mark Ballas,Eliminated Week 7,7.0,34.0,0.8466040370204088,4,4,8,False,False,0.12014134275618374,0.15259121568517514,0.2727325584413589,False
20,6,Chris Soules,Witney Carson,Eliminated Week 8,8.0,35.0,0.8624411582868191,5,4,9,False,False,0.12367491166077739,0.11931113287631132,0.24298604453708872,False
20,6,Nastia Liukin,Derek Hough,Eliminated Week 9,9.0,36.5,0.8948492324741589,2,2,4,False,False,0.12897526501766785,0.18145091986569578,0.3104261848833636,False
20,6,Noah Galloway,Sharna Burgess,3rd Place,,34.0,0.8350283067066712,6,5,11,False,False,0.12014134275618374,0.09328198196332446,0.2134233247195082,False
20,6,Patti LaBelle,Artem Chigvintsev,Eliminated Week 6,6.0,34.0,0.4186343157579997,6,8,14,False,True,0.12014134275618374,0.0,0.12014134275618374,True
20,6,Riker Lynch,Allison Holker,2nd Place,,38.0,0.9163141690257582,1,1,2,False,False,0.13427561837455831,0.17787370291946458,0.3121493212940229,False
20,6,Robert Herjavec,Kym Johnson,Eliminated Week 8,8.0,33.5,0.5824462840764981,8,7,15,True,False,0.11837455830388692,0.09231254878365433,0.21068710708754124,False
20,6,Rumer Willis,Valentin Chmerkovskiy,1st Place,,35.5,0.6632900231659973,4,6,10,False,False,0.1254416961130742,0.156166174120964,0.2816078702340382,False
20,6,Willow Shields,Mark Ballas,Eliminated Week 7,7.0,36.5,0.88540322910761,2,3,5,False,False,0.12897526501766785,0.17960353947058563,0.3085788044882535,False
20,7,Chris Soules,Witney Carson,Eliminated Week 8,8.0,31.0,0.0686925587293882,6,7,13,True,False,0.1220472440944882,0.1158042447243733,0.23785148881886148,False
20,7,Nastia Liukin,Derek Hough,Eliminated Week 9,9.0,41.0,0.9209766446452232,1,1,2,False,False,0.16141732283464566,0.2623245727825648,0.4237418956172105,False
20,7,Noah Galloway,Sharna Burgess,3rd Place,,38.0,0.8760281787303288,3,3,6,False,False,0.14960629921259844,0.19626390606676736,0.3458702052793658,False
20,7,Riker Lynch,Allison Holker,2nd Place,,37.0,0.8483848570661929,4,4,8,False,False,0.14566929133858267,0.16645709073030984,0.31212638206889254,False
20,7,Robert Herjavec,Kym Johnson,Eliminated Week 8,8.0,31.0,0.2091492763166887,6,6,12,False,False,0.1220472440944882,0.08167699056983985,0.20372423466432804,False
20,7,Rumer Willis,Valentin Chmerkovskiy,1st Place,,37.0,0.8154283802694229,4,5,9,False,False,0.14566929133858267,0.1774731951261448,0.32314248646472743,False
20,7,Willow Shields,Mark Ballas,Eliminated Week 7,7.0,39.0,0.9003797467289586,2,2,4,False,True,0.15354330708661418,0.0,0.15354330708661418,True
20,8,Chris Soules,Witney Carson,Eliminated Week 8,8.0,32.0,0.8477852324709937,4,3,7,False,True,0.15130023640661938,0.04118250130896237,0.19248273771558175,True
20,8,Nastia Liukin,Derek Hough,Eliminated Week 9,9.0,38.0,0.7733769715436192,3,4,7,False,False,0.17966903073286053,0.25466690950935356,0.4343359402422141,False
20,8,Noah Galloway,Sharna Burgess,3rd Place,,31.5,0.0649982990330099,5,6,11,True,False,0.14893617021276595,0.18401097143375628,0.3329471416465222,False
20,8,Riker Lynch,Allison Holker,2nd Place,,39.0,0.8993322395592569,2,2,4,False,False,0.18439716312056736,0.23936975783839223,0.4237669209589596,False
20,8,Robert Herjavec,Kym Johnson,Eliminated Week 8,8.0,31.0,0.1070453417131773,6,5,11,True,True,0.14657210401891252,0.0,0.14657210401891252,True
20,8,Rumer Willis,Valentin Chmerkovskiy,1st Place,,40.0,0.9093657208972254,1,1,2,False,False,0.18912529550827423,0.28076985990953557,0.4698951554178098,False
20,9,Nastia Liukin,Derek Hough,Eliminated Week 9,9.0,40.0,0.9260109559662302,1,1,2,False,True,0.25477707006369427,0.0,0.25477707006369427,True
20,9,Noah Galloway,Sharna Burgess,3rd Place,,38.0,0.8147466165089066,4,3,7,False,False,0.24203821656050956,0.18460747949285786,0.42664569605336744,False
20,9,Riker Lynch,Allison Holker,2nd Place,,40.0,0.9125708557137768,1,2,3,False,False,0.25477707006369427,0.48658273980069866,0.741359809864393,False
20,9,Rumer Willis,Valentin Chmerkovskiy,1st Place,,39.0,0.7090797920830565,3,4,7,True,False,0.2484076433121019,0.3288097807064435,0.5772174240185455,False
21,2,Alek Skarlatos,Lindsay Arnold,3rd Place,,22.5,0.9171579527287016,4,2,6,False,False,0.08317929759704251,0.107082268676918,0.19026156627396051,False
21,2,Alexa PenaVega,Mark Ballas,Eliminated Week 9,9.0,23.0,0.790833779752626,3,7,10,False,False,0.08502772643253234,0.11268818481964983,0.19771591125218219,False
21,2,Andy Grammer,Allison Holker,Eliminated Week 8,8.0,22.0,0.8296912959749062,8,6,14,False,False,0.08133086876155268,0.07745618177362576,0.15878705053517844,False
21,2,Bindi Irwin,Derek Hough,1st Place,,24.0,0.7244022890618308,2,9,11,False,False,0.08872458410351201,0.11962050297390156,0.20834508707741356,False
21,2,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,22.5,0.8940147150029416,4,5,9,False,False,0.08317929759704251,0.10703503795682733,0.19021433555386985,False
21,2,Chaka Khan,Keo Motsepe,Eliminated Week 2,2.0,15.0,0.068223027269362,13,13,26,True,True,0.05545286506469501,0.0,0.05545286506469501,True
21,2,Gary Busey,Anna Trebunskaya,Eliminated Week 4,4.0,16.5,0.2803040736365957,12,12,24,True,False,0.06099815157116451,0.03497841716287392,0.09597656873403843,False
21,2,Hayes Grier,Emma Slater,Eliminated Week 7,7.0,22.5,0.8940884862086378,4,4,8,False,False,0.08317929759704251,0.1038453961931059,0.1870246937901484,False
21,2,Kim Zolciak-Biermann,Tony Dovolani,Withdrew,2.0,18.5,0.7805468843124169,9,8,17,False,True,0.06839186691312385,0.017796292461102946,0.0861881593742268,True
21,2,Nick Carter,Sharna Burgess,2nd Place,,22.5,0.8997657915330893,4,3,7,False,False,0.08317929759704251,0.10483308700456284,0.18801238460160535,False
21,2,Paula Deen,Louis van Amstel,Eliminated Week 6,6.0,18.5,0.6302513599122292,9,10,19,False,False,0.06839186691312385,0.07749510402879664,0.1458869709419205,False
21,2,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,9.0,24.5,0.9245707667672952,1,1,2,False,False,0.09057301293900184,0.11908433467471335,0.20965734761371518,False
21,2,Victor Espinoza,Karina Smirnoff,Eliminated Week 2,2.0,18.5,0.3953017071346617,9,11,20,True,True,0.06839186691312385,0.018085192273921982,0.08647705918704583,True
21,4,Alek Skarlatos,Lindsay Arnold,3rd Place,,24.0,0.5819825172430808,6,6,12,False,False,0.1016949152542373,0.11398326527622084,0.21567818053045812,False
21,4,Alexa PenaVega,Mark Ballas,Eliminated Week 9,9.0,21.0,0.1467199725552979,8,10,18,False,False,0.08898305084745763,0.10616633217495525,0.19514938302241286,False
21,4,Andy Grammer,Allison Holker,Eliminated Week 8,8.0,23.0,0.3712298561133116,7,8,15,False,False,0.09745762711864407,0.10019633941175239,0.19765396653039646,False
21,4,Bindi Irwin,Derek Hough,1st Place,,28.0,0.9357229569406958,1,1,2,False,False,0.11864406779661017,0.1475731939462687,0.26621726174287885,False
21,4,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,25.0,0.7549771261014724,5,5,10,False,False,0.1059322033898305,0.11634915310536252,0.22228135649519304,False
21,4,Gary Busey,Anna Trebunskaya,Eliminated Week 4,4.0,16.0,0.2760155066514538,10,9,19,True,True,0.06779661016949153,0.0,0.06779661016949153,True
21,4,Hayes Grier,Emma Slater,Eliminated Week 7,7.0,27.0,0.900446373208584,2,3,5,False,False,0.11440677966101695,0.13080127870826044,0.2452080583692774,False
21,4,Nick Carter,Sharna Burgess,2nd Place,,27.0,0.900784888452098,2,2,4,False,False,0.11440677966101695,0.1319283521489982,0.24633513181001515,False
21,4,Paula Deen,Louis van Amstel,Eliminated Week 6,6.0,18.0,0.4494141643947961,9,7,16,False,False,0.07627118644067797,0.01977665633656617,0.09604784277724414,False
21,4,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,9.0,27.0,0.8808677631788344,2,4,6,False,False,0.11440677966101695,0.13322542889161543,0.24763220855263238,False
21,6,Alek Skarlatos,Lindsay Arnold,3rd Place,,30.0,0.526423144993333,7,7,14,False,False,0.09584664536741214,0.10802452159799901,0.20387116696541113,False
21,6,Alexa PenaVega,Mark Ballas,Eliminated Week 9,9.0,30.0,0.1527535562875974,7,9,16,False,False,0.09584664536741214,0.11103892459508827,0.2068855699625004,False
21,6,Andy Grammer,Allison Holker,Eliminated Week 8,8.0,40.0,0.9194061178423668,1,1,2,False,False,0.12779552715654952,0.13939930242344623,0.26719482957999574,False
21,6,Bindi Irwin,Derek Hough,1st Place,,40.0,0.7381440426455834,1,6,7,False,False,0.12779552715654952,0.1513514705592133,0.2791469977157628,False
21,6,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,38.0,0.7918419697532275,5,5,10,False,False,0.12140575079872204,0.11243636255824178,0.2338421133569638,False
21,6,Hayes Grier,Emma Slater,Eliminated Week 7,7.0,32.0,0.8011033909424596,6,4,10,False,False,0.10223642172523961,0.10940318022662576,0.21163960195186537,False
21,6,Nick Carter,Sharna Burgess,2nd Place,,39.0,0.8661450375847062,4,2,6,False,False,0.12460063897763578,0.12225687306670524,0.24685751204434103,False
21,6,Paula Deen,Louis van Amstel,Eliminated Week 6,6.0,24.0,0.1626976541361274,9,8,17,True,True,0.07667731629392971,0.0,0.07667731629392971,True
21,6,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,9.0,40.0,0.8460158713490429,1,3,4,False,False,0.12779552715654952,0.1460893649726803,0.27388489212922984,False
21,7,Alek Skarlatos,Lindsay Arnold,3rd Place,,26.5,0.1636550274412105,8,8,16,True,False,0.11990950226244344,0.08669821617246949,0.20660771843491293,False
21,7,Alexa PenaVega,Mark Ballas,Eliminated Week 9,9.0,27.5,0.1960162589352345,5,6,11,False,False,0.1244343891402715,0.1332125880123797,0.25764697715265117,False
21,7,Andy Grammer,Allison Holker,Eliminated Week 8,8.0,28.0,0.8948850374212146,2,1,3,False,False,0.12669683257918551,0.15548584110437177,0.2821826736835573,False
21,7,Bindi Irwin,Derek Hough,1st Place,,29.0,0.7934312983427736,1,4,5,False,False,0.13122171945701358,0.21079966544666315,0.34202138490367673,False
21,7,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,28.0,0.8822810907315187,2,2,4,False,False,0.12669683257918551,0.17191497784085738,0.2986118104200429,False
21,7,Hayes Grier,Emma Slater,Eliminated Week 7,7.0,28.0,0.8749474984524261,2,3,5,False,True,0.12669683257918551,0.0,0.12669683257918551,True
21,7,Nick Carter,Sharna Burgess,2nd Place,,27.0,0.2743626584065889,6,5,11,False,False,0.12217194570135746,0.11663696734793651,0.23880891304929397,False
21,7,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,9.0,27.0,0.1853902483607449,6,7,13,False,False,0.12217194570135746,0.12525174407532189,0.24742368977667933,False
21,8,Alek Skarlatos,Lindsay Arnold,3rd Place,,25.0,0.0804694889353042,6,7,13,True,False,0.12886637793725134,0.061755251923069174,0.1906216298603205,False
21,8,Alexa PenaVega,Mark Ballas,Eliminated Week 9,9.0,26.9998,0.2169210395841213,5,6,11,False,False,0.13917465724120795,0.14335253000139425,0.2825271872426022,False
21,8,Andy Grammer,Allison Holker,Eliminated Week 8,8.0,23.9998,0.261884775455482,7,5,12,False,True,0.1237106918887378,0.0,0.1237106918887378,True
21,8,Bindi Irwin,Derek Hough,1st Place,,28.0,0.6287248901855492,3,4,7,False,False,0.1443303432897215,0.2165774562614813,0.3609077995512028,False
21,8,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,28.9998,0.9118622419207094,2,2,4,False,False,0.14948396747618806,0.2072858744353955,0.35676984191158356,False
21,8,Nick Carter,Sharna Burgess,2nd Place,,33.0,0.9214698625668918,1,1,2,False,False,0.17010361887717176,0.22038675968133226,0.390490378558504,False
21,8,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,9.0,28.0,0.812920385113251,3,3,6,False,False,0.1443303432897215,0.1506421276973275,0.294972470987049,False
21,9,Alek Skarlatos,Lindsay Arnold,3rd Place,,25.5,0.8214959855860495,5,4,9,False,False,0.15501519756838905,0.17631674649980775,0.33133194406819677,False
21,9,Alexa PenaVega,Mark Ballas,Eliminated Week 9,9.0,30.0,0.9114428358733832,1,1,2,False,True,0.182370820668693,0.10844211732314782,0.2908129379918408,True
21,9,Bindi Irwin,Derek Hough,1st Place,,30.0,0.8677231321792724,1,2,3,False,False,0.182370820668693,0.3201194987858812,0.5024903194545742,False
21,9,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,27.0,0.3907639665280303,4,5,9,True,False,0.1641337386018237,0.1595591635821037,0.32369290218392743,False
21,9,Nick Carter,Sharna Burgess,2nd Place,,27.5,0.857400774785885,3,3,6,False,False,0.16717325227963525,0.23556247380905954,0.4027357260886948,False
21,9,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,9.0,24.5,0.1232588869386724,6,6,12,True,True,0.14893617021276595,0.0,0.14893617021276595,True
21,11,Alek Skarlatos,Lindsay Arnold,3rd Place,,27.9999,0.8119310235196273,4,4,8,True,False,0.2372874892266858,0.22845121398807872,0.4657387032147645,False
21,11,Bindi Irwin,Derek Hough,1st Place,,30.0,0.8930666693728427,1,3,4,False,False,0.25423750359110475,0.48408356541288683,0.7383210690039916,False
21,11,Carlos PenaVega,Witney Carson,Eliminated Week 11,11.0,30.0,0.9194246521434356,1,1,2,False,True,0.25423750359110475,0.0,0.25423750359110475,True
21,11,Nick Carter,Sharna Burgess,2nd Place,,30.0,0.919076913340922,1,2,3,False,False,0.25423750359110475,0.2874652205990344,0.5417027241901391,False
22,2,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,19.0,0.7112682516935038,9,10,19,False,False,0.08050847457627118,0.07964281316289014,0.16015128773916132,False
22,2,Doug Flutie,Karina Smirnoff,Eliminated Week 6,6.0,20.0,0.8818225440594822,5,6,11,False,False,0.0847457627118644,0.09471718147309088,0.1794629441849553,False
22,2,Geraldo Rivera,Edyta Sliwinska,Eliminated Week 2,2.0,13.0,0.0650255034763542,12,12,24,True,True,0.05508474576271186,0.0,0.05508474576271186,True
22,2,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,21.0,0.906519284197288,3,3,6,False,False,0.08898305084745763,0.10697179127337458,0.1959548421208322,False
22,2,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,8.0,21.0,0.8930906021608573,3,4,7,False,False,0.08898305084745763,0.09884710895077325,0.18783015979823087,False
22,2,Kim Fields,Sasha Farber,Eliminated Week 7,7.0,19.0,0.7615072067417312,9,9,18,False,False,0.08050847457627118,0.0666595640150098,0.14716803859128097,False
22,2,Marla Maples,Tony Dovolani,Eliminated Week 4,4.0,20.0,0.8357542197910184,5,8,13,False,False,0.0847457627118644,0.0932796695393298,0.17802543225119422,False
22,2,Mischa Barton,Artem Chigvintsev,Eliminated Week 3,3.0,15.0,0.2794579558364134,11,11,22,False,False,0.0635593220338983,0.03787284676045745,0.10143216879435575,False
22,2,Nyle DiMarco,Peta Murgatroyd,1st Place,,20.0,0.8718244554536619,5,7,12,False,False,0.0847457627118644,0.09432634468054256,0.17907210739240698,False
22,2,Paige VanZant,Mark Ballas,2nd Place,,24.0,0.943265203897738,1,2,3,False,False,0.1016949152542373,0.11670685066753761,0.2184017659217749,False
22,2,Von Miller,Witney Carson,Eliminated Week 7,7.0,20.0,0.8890944582574054,5,5,10,False,False,0.0847457627118644,0.09847557629096476,0.18322133900282916,False
22,2,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,24.0,0.946991345032749,1,1,2,False,False,0.1016949152542373,0.11250025318602927,0.21419516844026656,False
22,3,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,20.0,0.6482440796432727,8,10,18,False,False,0.08438818565400844,0.08675905950299814,0.17114724515700658,False
22,3,Doug Flutie,Karina Smirnoff,Eliminated Week 6,6.0,20.0,0.7897496020299419,8,8,16,False,False,0.08438818565400844,0.08301735425573521,0.16740553990974366,False
22,3,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,21.0,0.8706002093406322,6,6,12,False,False,0.08860759493670886,0.09740027369622402,0.1860078686329329,False
22,3,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,8.0,23.0,0.8823425995154043,3,5,8,False,False,0.0970464135021097,0.10607222421554757,0.20311863771765726,False
22,3,Kim Fields,Sasha Farber,Eliminated Week 7,7.0,22.0,0.8842230517237472,5,4,9,False,False,0.09282700421940929,0.08933701322825985,0.18216401744766914,False
22,3,Marla Maples,Tony Dovolani,Eliminated Week 4,4.0,21.0,0.8418609137671028,6,7,13,False,False,0.08860759493670886,0.09194872546077579,0.18055632039748465,False
22,3,Mischa Barton,Artem Chigvintsev,Eliminated Week 3,3.0,18.0,0.5519193643015612,11,11,22,True,True,0.0759493670886076,0.0,0.0759493670886076,True
22,3,Nyle DiMarco,Peta Murgatroyd,1st Place,,25.0,0.9332915586701674,1,1,2,False,False,0.10548523206751055,0.12094797455165483,0.22643320661916538,False
22,3,Paige VanZant,Mark Ballas,2nd Place,,23.0,0.8883760915609584,3,3,6,False,False,0.0970464135021097,0.11637987913527341,0.2134262926373831,False
22,3,Von Miller,Witney Carson,Eliminated Week 7,7.0,20.0,0.6528377616959002,8,9,17,False,False,0.08438818565400844,0.09071400822669679,0.17510219388070522,False
22,3,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,24.0,0.931081597862812,2,2,4,False,False,0.10126582278481013,0.11742348772683443,0.21868931051164456,False
22,4,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,35.0,0.9134533184504632,3,4,7,False,False,0.109717868338558,0.1304970725961033,0.24021494093466128,False
22,4,Doug Flutie,Karina Smirnoff,Eliminated Week 6,6.0,24.0,0.0935200331873307,10,10,20,True,False,0.07523510971786834,0.07034957372105703,0.1455846834389254,False
22,4,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,36.0,0.9476086531118812,1,1,2,False,False,0.11285266457680251,0.14654610257418235,0.25939876715098487,False
22,4,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,8.0,27.0,0.2780350636233404,9,9,18,False,False,0.08463949843260188,0.041184616026813184,0.12582411445941505,False
22,4,Kim Fields,Sasha Farber,Eliminated Week 7,7.0,32.0,0.8470182313595203,6,7,13,False,False,0.10031347962382445,0.10653749195243824,0.2068509715762627,False
22,4,Marla Maples,Tony Dovolani,Eliminated Week 4,4.0,28.0,0.599097741033767,8,8,16,False,True,0.0877742946708464,0.0,0.0877742946708464,True
22,4,Nyle DiMarco,Peta Murgatroyd,1st Place,,34.0,0.866714682213087,5,6,11,False,False,0.10658307210031348,0.11419189006791126,0.22077496216822473,False
22,4,Paige VanZant,Mark Ballas,2nd Place,,36.0,0.9458355632076448,1,2,3,False,False,0.11285266457680251,0.14870383314631924,0.26155649772312173,False
22,4,Von Miller,Witney Carson,Eliminated Week 7,7.0,32.0,0.8740933424885053,6,5,11,False,False,0.10031347962382445,0.11262522225508981,0.21293870187891425,False
22,4,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,35.0,0.9180367090486878,3,3,6,False,False,0.109717868338558,0.1293641976600856,0.23908206599864362,False
22,6,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,27.0,0.7157009384165256,3,7,10,False,False,0.11894273127753303,0.13992885134934932,0.25887158262688237,False
22,6,Doug Flutie,Karina Smirnoff,Eliminated Week 6,6.0,21.0,0.1776992456428653,9,9,18,True,True,0.09251101321585903,0.0,0.09251101321585903,True
22,6,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,24.0,0.2037892433597946,6,8,14,False,False,0.10572687224669604,0.12266989713150983,0.22839676937820586,False
22,6,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,8.0,25.0,0.7943087075664865,4,6,10,False,False,0.11013215859030837,0.1122559107548399,0.22238806934514826,False
22,6,Kim Fields,Sasha Farber,Eliminated Week 7,7.0,24.0,0.7968601009429346,6,5,11,False,False,0.10572687224669604,0.07517369886048693,0.18090057110718297,False
22,6,Nyle DiMarco,Peta Murgatroyd,1st Place,,25.0,0.8446895817611706,4,2,6,False,False,0.11013215859030837,0.126187195691917,0.23631935428222536,False
22,6,Paige VanZant,Mark Ballas,2nd Place,,28.0,0.8156748764813258,2,4,6,False,False,0.12334801762114538,0.1537760213535956,0.27712403897474097,False
22,6,Von Miller,Witney Carson,Eliminated Week 7,7.0,24.0,0.8334527518027135,6,3,9,False,False,0.10572687224669604,0.12016318887966077,0.2258900611263568,False
22,6,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,29.0,0.9359551239375892,1,1,2,False,False,0.1277533039647577,0.14984523597864052,0.2775985399433982,False
22,7,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,26.0,0.6599042745873281,5,7,12,True,False,0.12149532710280374,0.1575339864143461,0.2790293135171498,False
22,7,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,27.5,0.9113268030690966,2,2,4,False,False,0.12850467289719625,0.19329948174253297,0.3218041546397292,False
22,7,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,8.0,25.5,0.0572139094540287,8,8,16,True,False,0.1191588785046729,0.09529776575827949,0.21445664426295238,False
22,7,Kim Fields,Sasha Farber,Eliminated Week 7,7.0,26.0,0.8460281027982682,5,5,10,False,True,0.12149532710280374,0.0,0.12149532710280374,True
22,7,Nyle DiMarco,Peta Murgatroyd,1st Place,,28.0,0.8924477229345121,1,4,5,False,False,0.1308411214953271,0.1477947838580633,0.2786359053533904,False
22,7,Paige VanZant,Mark Ballas,2nd Place,,27.5,0.8974892194727165,2,3,5,False,False,0.12850467289719625,0.20881941866400663,0.3373240915612029,False
22,7,Von Miller,Witney Carson,Eliminated Week 7,7.0,26.0,0.7775965196886303,5,6,11,False,True,0.12149532710280374,0.009556998222874358,0.1310523253256781,True
22,7,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,27.5,0.9132046630961732,2,1,3,False,False,0.12850467289719625,0.1876975653398972,0.3162022382370935,False
22,8,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,27.0,0.5344883860414917,5,5,10,False,False,0.15976331360946747,0.22215213512079718,0.3819154487302646,False
22,8,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,30.0,0.9253311779898944,1,1,2,False,False,0.17751479289940827,0.42957309645384617,0.6070878893532544,False
22,8,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,8.0,30.0,0.9103488887438596,1,2,3,False,True,0.17751479289940827,0.021963040054524048,0.19947783295393232,False
22,8,Nyle DiMarco,Peta Murgatroyd,1st Place,,29.0,0.847082816420357,3,3,6,False,False,0.17159763313609466,0.2529209375587056,0.42451857069480026,False
22,8,Paige VanZant,Mark Ballas,2nd Place,,28.0,0.8300952726088378,4,4,8,False,False,0.16568047337278108,0.07339079081212697,0.23907126418490804,False
22,8,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,25.0,0.1903971793773462,6,6,12,True,False,0.14792899408284024,0.0,0.14792899408284024,True
22,9,Antonio Brown,Sharna Burgess,Eliminated Week 9,9.0,27.5,0.7535004114990138,5,5,10,True,True,0.1916376306620209,0.0,0.1916376306620209,True
22,9,Ginger Zee,Valentin Chmerkovskiy,3rd Place,,28.0,0.8208460218999782,4,3,7,False,False,0.1951219512195122,0.26614822997361043,0.46127018119312263,False
22,9,Nyle DiMarco,Peta Murgatroyd,1st Place,,28.5,0.8034847780716474,3,4,7,True,False,0.1986062717770035,0.16171859634173136,0.3603248681187349,True
22,9,Paige VanZant,Mark Ballas,2nd Place,,29.5,0.8854715932561619,2,2,4,False,False,0.20557491289198607,0.41497053306551307,0.6205454459574992,False
22,9,Wanya Morris,Lindsay Arnold,Eliminated Week 9,9.0,30.0,0.937480212913436,1,1,2,False,True,0.20905923344947736,0.15716264061914512,0.3662218740686225,False
23,2,Amber Rose,Maksim Chmerkoskiy,Eliminated Week 6,6.0,24.0,0.6756278631932096,10,12,22,False,False,0.06818181818181818,0.06271472475536524,0.13089654293718342,False
23,2,Babyface,Allison Holker,Eliminated Week 4,4.0,30.0,0.9193314872165362,3,2,5,False,False,0.08522727272727272,0.09704357232965086,0.1822708450569236,False
23,2,Calvin Johnson Jr.,Lindsay Arnold,3rd Place,,28.0,0.8933804976101994,6,4,10,False,False,0.07954545454545454,0.08976187659649695,0.1693073311419515,False
23,2,Jake T. Austin,Jenna Johnson,Eliminated Week 2,2.0,24.0,0.7977301384443933,10,9,19,False,True,0.06818181818181818,0.0,0.06818181818181818,True
23,2,James Hinchcliffe,Sharna Burgess,2nd Place,,29.0,0.8978630714687954,4,3,7,False,False,0.08238636363636363,0.09848081763850608,0.18086718127486973,False
23,2,Jana Kramer,Gleb Savchenko,Eliminated Week 11,11.0,29.0,0.8540201086136187,4,6,10,False,False,0.08238636363636363,0.09285322645744397,0.1752395900938076,False
