season,week,celebrity_name,ballroom_partner,method,conflict_degree,conflict_type,judge_rank,fan_rank,judge_percent,fan_percent,final_rank,final_percent
34,4,Scott Hoying,Rylee Arnold,rank,0.1111111111111111,A,9,8,0.0846774193548387,0.0694971042623726,9.0,0.19999999999999996
34,4,Whitney Leavitt,Mark Ballas,rank,0.6666666666666666,B,1,3,0.1008064516129032,0.1373726692920389,2.0,1.0
34,6,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),rank,0.16666666666666666,A,6,5,0.1029411764705882,0.1218077962992186,6.0,0.6666666666666667
34,6,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),rank,0.1,A,10,9,0.0794117647058823,0.0,9.0,0.0
34,6,Danielle Fishel,Pasha Pashkov,rank,0.5,B,3,6,0.1058823529411764,0.1056278656521491,5.0,0.4444444444444444
34,6,Dylan Efron,Daniella Karagach (Rumer Willis week 9),rank,0.125,B,7,8,0.0941176470588235,0.0842378998931966,8.0,0.33333333333333337
34,6,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),rank,0.25,B,3,4,0.1058823529411764,0.1178816646385932,4.0,0.5555555555555556
34,6,Jen Affleck,Jan Ravnik,rank,0.0,B,7,7,0.0941176470588235,0.0394721581450792,7.0,0.2222222222222222
34,6,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),rank,0.0,B,1,1,0.1147058823529411,0.1757586723286925,1.0,1.0
34,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),rank,0.3333333333333333,A,3,2,0.1058823529411764,0.1567208914297423,3.0,0.7777777777777778
34,6,Scott Hoying,Rylee Arnold,rank,0.1,B,9,10,0.0823529411764705,0.0348266416258862,9.0,0.11111111111111116
34,6,Whitney Leavitt,Mark Ballas,rank,0.6666666666666666,B,1,3,0.1147058823529411,0.1636664099874418,2.0,0.8888888888888888
34,7,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),rank,0.0,B,1,1,0.1295180722891566,0.2161149437160668,1.0,1.0
34,7,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),rank,0.2222222222222222,A,9,7,0.0873493975903614,0.0336073989996712,8.0,0.125
34,7,Danielle Fishel,Pasha Pashkov,rank,0.25,B,6,8,0.1054216867469879,0.0,6.0,0.0
34,7,Dylan Efron,Daniella Karagach (Rumer Willis week 9),rank,0.2,B,4,5,0.1144578313253012,0.1408624462784088,5.0,0.5
34,7,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),rank,0.25,A,8,6,0.0963855421686747,0.041574779567036,6.0,0.25
34,7,Jen Affleck,Jan Ravnik,rank,0.2222222222222222,B,7,9,0.1024096385542168,0.0397370011503246,8.0,0.375
34,7,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),rank,0.25,A,4,3,0.1144578313253012,0.1693625684879137,4.0,0.625
34,7,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),rank,0.3333333333333333,A,3,2,0.1234939759036144,0.189536908201513,2.0,0.875
34,7,Whitney Leavitt,Mark Ballas,rank,0.5,B,2,4,0.1265060240963855,0.1692039535990655,3.0,0.75
34,8,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),rank,0.0,B,3,3,0.1276948590381426,0.1757610603154215,3.0,0.7142857142857143
34,8,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),rank,0.125,A,8,7,0.1127694859038142,0.0678283248717732,7.0,0.1428571428571429
34,8,Danielle Fishel,Pasha Pashkov,rank,0.125,B,7,8,0.1227197346600331,0.0755953342917767,7.0,0.2857142857142857
34,8,Dylan Efron,Daniella Karagach (Rumer Willis week 9),rank,0.2,B,4,5,0.1260364842454394,0.1414904042785041,5.0,0.4285714285714286
34,8,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),rank,0.0,B,6,6,0.1243781094527363,0.0,6.0,0.0
34,8,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),rank,0.5,A,2,1,0.1293532338308457,0.1858846601703637,1.0,0.8571428571428572
34,8,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),rank,0.0,B,4,4,0.1260364842454394,0.1670338055965591,4.0,0.5714285714285714
34,8,Whitney Leavitt,Mark Ballas,rank,0.5,B,1,2,0.1310116086235489,0.1864064104756012,1.0,1.0
34,9,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),rank,0.0,B,4,4,0.1481481481481481,0.1781799070349313,4.0,0.5
34,9,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),rank,0.0,B,7,7,0.1074074074074074,0.0267864680530394,7.0,0.16666666666666663
34,9,Dylan Efron,Daniella Karagach (Rumer Willis week 9),rank,0.5,B,1,2,0.1555555555555555,0.1966652617751886,2.0,0.6666666666666667
34,9,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),rank,0.0,B,6,6,0.1333333333333333,0.0,6.0,0.0
34,9,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),rank,0.0,B,5,5,0.1444444444444444,0.1626034960799795,5.0,0.33333333333333337
34,9,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),rank,0.0,B,1,1,0.1555555555555555,0.2261157460488473,1.0,1.0
34,9,Whitney Leavitt,Mark Ballas,rank,0.6666666666666666,B,1,3,0.1555555555555555,0.2096491210080136,3.0,0.8333333333333334
34,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),rank,0.0,B,2,2,0.1686046511627907,0.2640179154357136,2.0,0.8
34,10,Dylan Efron,Daniella Karagach (Rumer Willis week 9),rank,0.16666666666666666,A,6,5,0.1598837209302325,0.0249140105762768,6.0,0.19999999999999996
34,10,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),rank,0.0,B,4,4,0.1656976744186046,0.0,4.0,0.0
34,10,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),rank,0.25,A,4,3,0.1656976744186046,0.1833317996271779,3.0,0.4
34,10,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),rank,0.0,B,1,1,0.1715116279069767,0.3111884911523614,1.0,1.0
34,10,Whitney Leavitt,Mark Ballas,rank,0.6666666666666666,B,2,6,0.1686046511627907,0.2165477832084701,4.0,0.6
1,2,Evander Holyfield,Edyta Sliwinska,percent,0.1157024793388429,B,6,4,0.1157024793388429,0.0,6.0,0.0
1,2,Joey McIntyre,Ashly DelGrosso,percent,0.023839077913516,A,3,3,0.1735537190082644,0.1973927969217804,3.0,0.6
1,2,John O'Hurley,Charlotte Jorgensen,percent,0.036320795241230885,A,1,1,0.2148760330578512,0.2511968282990821,1.0,1.0
1,2,Kelly Monaco,Alec Mazo,percent,0.024123110618306298,A,5,5,0.140495867768595,0.1646189783869013,5.0,0.19999999999999996
1,2,Rachel Hunter,Jonathan Roberts,percent,0.007903951447899182,A,2,2,0.1983471074380165,0.2062510588859157,2.0,0.8
1,2,Trista Sutter,Louis van Amstel,percent,0.023515544117890586,A,4,6,0.1570247933884297,0.1805403375063203,4.0,0.4
1,3,Evander Holyfield,Edyta Sliwinska,percent,0.1226415094339622,B,5,5,0.1226415094339622,0.0,5.0,0.0
1,3,Joey McIntyre,Ashly DelGrosso,percent,0.0186277020843571,A,3,2,0.2075471698113207,0.2261748718956778,3.0,0.5
1,3,John O'Hurley,Charlotte Jorgensen,percent,0.07779137045044149,A,2,1,0.2264150943396226,0.3042064647900641,2.0,0.75
1,3,Kelly Monaco,Alec Mazo,percent,0.01740573476695728,B,4,4,0.1981132075471698,0.1807074727802125,4.0,0.25
1,3,Rachel Hunter,Jonathan Roberts,percent,0.04362817166612101,A,1,3,0.2452830188679245,0.2889111905340455,1.0,1.0
1,4,Joey McIntyre,Ashly DelGrosso,percent,0.217391304347826,B,4,3,0.217391304347826,0.0,4.0,0.0
1,4,John O'Hurley,Charlotte Jorgensen,percent,0.07622249218078969,A,3,2,0.2282608695652173,0.304483361746007,3.0,0.33333333333333337
1,4,Kelly Monaco,Alec Mazo,percent,0.11955802940161009,A,1,1,0.2826086956521739,0.402166725053784,1.0,1.0
1,4,Rachel Hunter,Jonathan Roberts,percent,0.021610782765426217,A,2,4,0.2717391304347826,0.2933499132002088,2.0,0.6666666666666667
2,1,Drew Lachey,Cheryl Burke,percent,0.036528318513204094,A,1,1,0.123076923076923,0.1596052415901271,1.0,1.0
2,1,George Hamilton,Edyta Sliwinska,percent,0.0923076923076923,B,8,6,0.0923076923076923,0.0,10.0,0.0
2,1,Giselle Fernandez,Jonathan Roberts,percent,0.020748905954365196,A,2,3,0.1179487179487179,0.1386976239030831,2.0,0.8888888888888888
2,1,Jerry Rice,Anna Trebunskaya,percent,0.004436151384095199,B,5,8,0.1076923076923077,0.1032561563082125,6.0,0.4444444444444444
2,1,Kenny Mayne,Andrea Hale,percent,0.011753897783354408,A,9,10,0.0666666666666666,0.078420564450021,8.0,0.2222222222222222
2,1,Lisa Rinna,Louis van Amstel,percent,0.0016209202944404977,B,7,7,0.0974358974358974,0.0958149771414569,7.0,0.33333333333333337
2,1,Master P,Ashly DelGrosso,percent,0.0163045256494284,B,10,9,0.0615384615384615,0.0452339358890331,9.0,0.11111111111111116
2,1,Stacy Keibler,Tony Dovolani,percent,0.015599199298928793,A,4,4,0.1128205128205128,0.1284197121194416,4.0,0.6666666666666667
2,1,Tatum O'Neal,Nick Kosovich,percent,0.01821600372761699,A,2,2,0.1179487179487179,0.1361647216763349,3.0,0.7777777777777778
2,1,Tia Carrere,Maksim Chmerkoskiy,percent,0.011822964358186791,A,6,5,0.1025641025641025,0.1143870669222893,5.0,0.5555555555555556
2,2,Drew Lachey,Cheryl Burke,percent,0.02679709415179199,A,2,2,0.135,0.161797094151792,2.0,0.875
2,2,George Hamilton,Edyta Sliwinska,percent,0.0015872869975924048,A,5,7,0.11,0.1115872869975924,6.0,0.375
2,2,Giselle Fernandez,Jonathan Roberts,percent,0.016069075830255297,A,3,3,0.12,0.1360690758302553,3.0,0.75
2,2,Jerry Rice,Anna Trebunskaya,percent,0.005760870063680895,A,4,5,0.115,0.1207608700636809,5.0,0.5
2,2,Lisa Rinna,Louis van Amstel,percent,0.010665693984570401,B,7,6,0.1,0.0893343060154296,7.0,0.25
2,2,Master P,Ashly DelGrosso,percent,0.005751662710965805,A,9,8,0.08,0.0857516627109658,8.0,0.125
2,2,Stacy Keibler,Tony Dovolani,percent,0.020220972711209623,A,1,1,0.145,0.1652209727112096,1.0,1.0
2,2,Tatum O'Neal,Nick Kosovich,percent,0.085,B,8,9,0.085,0.0,9.0,0.0
2,2,Tia Carrere,Maksim Chmerkoskiy,percent,0.019478731519074213,A,5,4,0.11,0.1294787315190742,4.0,0.625
2,3,Drew Lachey,Cheryl Burke,percent,0.09560105868500782,A,1,1,0.1483516483516483,0.2439527070366561,1.0,1.0
2,3,George Hamilton,Edyta Sliwinska,percent,0.0677540423003837,B,5,5,0.1208791208791208,0.0531250785787371,6.0,0.2857142857142857
2,3,Giselle Fernandez,Jonathan Roberts,percent,0.005668916201871307,A,5,8,0.1208791208791208,0.1265480370809921,5.0,0.4285714285714286
2,3,Jerry Rice,Anna Trebunskaya,percent,0.1043956043956044,B,7,6,0.1043956043956044,0.0,7.0,0.1428571428571429
2,3,Lisa Rinna,Louis van Amstel,percent,0.021358894138121504,A,4,4,0.1373626373626373,0.1587215315007588,4.0,0.5714285714285714
2,3,Master P,Ashly DelGrosso,percent,0.0717992566670514,B,8,7,0.0769230769230769,0.0051238202560255,8.0,0.0
2,3,Stacy Keibler,Tony Dovolani,percent,0.07799483234279661,A,1,2,0.1483516483516483,0.2263464806944449,2.0,0.8571428571428572
2,3,Tia Carrere,Maksim Chmerkoskiy,percent,0.04332520199524251,A,3,3,0.1428571428571428,0.1861823448523853,3.0,0.7142857142857143
2,4,Drew Lachey,Cheryl Burke,percent,0.07684483142616519,A,1,1,0.1772151898734177,0.2540600212995829,1.0,1.0
2,4,George Hamilton,Edyta Sliwinska,percent,0.1007994082772713,B,6,6,0.1329113924050632,0.0321119841277919,6.0,0.16666666666666663
2,4,Jerry Rice,Anna Trebunskaya,percent,0.027146289064020196,B,5,5,0.1518987341772152,0.124752445113195,5.0,0.33333333333333337
2,4,Lisa Rinna,Louis van Amstel,percent,0.0365468065695195,A,2,2,0.1645569620253164,0.2011037685948359,3.0,0.6666666666666667
2,4,Master P,Ashly DelGrosso,percent,0.050632911392405,B,7,7,0.050632911392405,0.0,7.0,0.0
2,4,Stacy Keibler,Tony Dovolani,percent,0.05158411006918981,A,2,3,0.1645569620253164,0.2161410720945062,2.0,0.8333333333333334
2,4,Tia Carrere,Maksim Chmerkoskiy,percent,0.013602860668822186,A,4,4,0.1582278481012658,0.171830708770088,4.0,0.5
2,5,Drew Lachey,Cheryl Burke,percent,0.10488122199839209,A,2,2,0.1788079470198675,0.2836891690182596,2.0,0.8
2,5,George Hamilton,Edyta Sliwinska,percent,0.021347087437795592,A,4,4,0.1589403973509933,0.1802874847887889,4.0,0.4
2,5,Jerry Rice,Anna Trebunskaya,percent,0.152317880794702,B,5,5,0.152317880794702,0.0,6.0,0.0
2,5,Lisa Rinna,Louis van Amstel,percent,0.0427259816875763,A,3,3,0.1655629139072847,0.208288895594861,3.0,0.6
2,5,Stacy Keibler,Tony Dovolani,percent,0.10061377893326098,A,1,1,0.1986754966887417,0.2992892756220027,1.0,1.0
2,5,Tia Carrere,Maksim Chmerkoskiy,percent,0.11725018926232289,B,6,6,0.1456953642384106,0.0284451749760877,5.0,0.19999999999999996
2,6,Drew Lachey,Cheryl Burke,percent,0.1724234233040919,A,1,1,0.225563909774436,0.3979873330785279,1.0,1.0
2,6,George Hamilton,Edyta Sliwinska,percent,0.1729323308270676,B,4,5,0.1729323308270676,0.0,5.0,0.0
2,6,Jerry Rice,Anna Trebunskaya,percent,0.0808277173693667,B,4,4,0.1729323308270676,0.0921046134577009,4.0,0.25
2,6,Lisa Rinna,Louis van Amstel,percent,0.06783490591661229,B,3,3,0.2030075187969924,0.1351726128803801,3.0,0.5
2,6,Stacy Keibler,Tony Dovolani,percent,0.14917153080895498,A,1,2,0.225563909774436,0.374735440583391,2.0,0.75
2,7,Drew Lachey,Cheryl Burke,percent,0.2093151870500623,A,1,1,0.2696078431372549,0.4789230301873172,1.0,1.0
2,7,Jerry Rice,Anna Trebunskaya,percent,0.2009803921568627,B,4,3,0.2009803921568627,0.0,4.0,0.0
2,7,Lisa Rinna,Louis van Amstel,percent,0.18998006083671562,B,3,4,0.2598039215686274,0.0698238607319118,3.0,0.33333333333333337
2,7,Stacy Keibler,Tony Dovolani,percent,0.1816452659435161,A,1,2,0.2696078431372549,0.451253109080771,2.0,0.6666666666666667
3,1,Emmitt Smith,Cheryl Burke,percent,0.011876157529270598,A,2,2,0.1132075471698113,0.1250837046990819,2.0,0.9
3,1,Harry Hamlin,Ashly DelGrosso,percent,0.005967568927437994,A,8,7,0.080188679245283,0.086156248172721,8.0,0.30000000000000004
3,1,Jerry Springer,Kym Johnson,percent,0.021207749507130003,B,9,10,0.0754716981132075,0.0542639486060775,10.0,0.09999999999999998
3,1,Joey Lawrence,Edyta Sliwinska,percent,0.006352815662483302,A,5,5,0.0990566037735849,0.1054094194360682,5.0,0.6
3,1,Mario Lopez,Karina Smirnoff,percent,0.004818530176002991,A,1,1,0.1226415094339622,0.1274600396099652,1.0,1.0
3,1,Monique Coleman,Louis van Amstel,percent,0.013083333885720402,A,6,6,0.0896226415094339,0.1027059753951543,6.0,0.5
3,1,Sara Evans,Tony Dovolani,percent,0.015238435433357594,A,10,9,0.070754716981132,0.0859931524144896,9.0,0.19999999999999996
3,1,Shanna Moakler,Jesse DeSoto,percent,0.0028714887970437003,B,7,8,0.0849056603773584,0.0820341715803147,7.0,0.4
3,1,Tucker Carlson,Elena Grinenko,percent,0.0566037735849056,B,11,11,0.0566037735849056,0.0,11.0,0.0
3,1,Vivica A. Fox,Nick Kosovich,percent,0.0069291357899499,A,3,4,0.1037735849056603,0.1107027206956102,4.0,0.7
3,1,Willa Ford,Maksim Chmerkoskiy,percent,0.016417034484856804,A,3,3,0.1037735849056603,0.1201906193905171,3.0,0.8
3,2,Emmitt Smith,Cheryl Burke,percent,0.034241433874969196,A,3,4,0.1043478260869565,0.1385892599619257,3.0,0.7777777777777778
3,2,Harry Hamlin,Ashly DelGrosso,percent,0.004036903629770799,B,7,6,0.0913043478260869,0.0872674441963161,8.0,0.2222222222222222
3,2,Jerry Springer,Kym Johnson,percent,0.043108390850042796,B,10,10,0.0826086956521739,0.0395003048021311,9.0,0.11111111111111116
3,2,Joey Lawrence,Edyta Sliwinska,percent,0.022146784916381113,A,1,1,0.1260869565217391,0.1482337414381202,1.0,1.0
3,2,Mario Lopez,Karina Smirnoff,percent,0.0164251432851244,A,7,9,0.0913043478260869,0.1077294911112113,6.0,0.4444444444444444
3,2,Monique Coleman,Louis van Amstel,percent,0.026862236071389406,A,2,2,0.1130434782608695,0.1399057143322589,2.0,0.8888888888888888
3,2,Sara Evans,Tony Dovolani,percent,0.004960032541640305,A,7,7,0.0913043478260869,0.0962643803677272,7.0,0.33333333333333337
3,2,Shanna Moakler,Jesse DeSoto,percent,0.0956521739130434,B,6,8,0.0956521739130434,0.0,10.0,0.0
3,2,Vivica A. Fox,Nick Kosovich,percent,0.021385787801214307,A,3,3,0.1043478260869565,0.1257336138881708,4.0,0.6666666666666667
3,2,Willa Ford,Maksim Chmerkoskiy,percent,0.01677604990213849,A,5,5,0.1,0.1167760499021385,5.0,0.5555555555555556
3,3,Emmitt Smith,Cheryl Burke,percent,0.020634566238851307,B,9,9,0.0917874396135265,0.0711528733746752,8.0,0.125
3,3,Harry Hamlin,Ashly DelGrosso,percent,0.1062801932367149,B,4,3,0.1062801932367149,0.0,9.0,0.0
3,3,Jerry Springer,Kym Johnson,percent,0.004714185225769704,B,8,8,0.1014492753623188,0.0967350901365491,7.0,0.25
3,3,Joey Lawrence,Edyta Sliwinska,percent,0.021815705571202895,A,4,7,0.1062801932367149,0.1280958988079178,4.0,0.625
3,3,Mario Lopez,Karina Smirnoff,percent,0.02068479250057019,A,4,5,0.1062801932367149,0.1269649857372851,5.0,0.5
3,3,Monique Coleman,Louis van Amstel,percent,0.03506118537303152,A,1,2,0.1304347826086956,0.1654959679817271,1.0,1.0
3,3,Sara Evans,Tony Dovolani,percent,0.023180456836555494,A,3,4,0.1207729468599033,0.1439534036964588,3.0,0.75
3,3,Vivica A. Fox,Nick Kosovich,percent,0.026454531745442794,A,1,1,0.1304347826086956,0.1568893143541384,2.0,0.875
3,3,Willa Ford,Maksim Chmerkoskiy,percent,0.004432272674533194,A,4,6,0.1062801932367149,0.1107124659112481,6.0,0.375
3,4,Emmitt Smith,Cheryl Burke,percent,0.0466172448200778,A,4,4,0.1212121212121212,0.167829366032199,4.0,0.5714285714285714
3,4,Jerry Springer,Kym Johnson,percent,0.06697195752638631,B,7,7,0.1111111111111111,0.0441391535847248,6.0,0.2857142857142857
3,4,Joey Lawrence,Edyta Sliwinska,percent,0.0346122150479487,A,3,3,0.1363636363636363,0.170975851411585,3.0,0.7142857142857143
3,4,Mario Lopez,Karina Smirnoff,percent,0.07736203538693029,A,1,1,0.1464646464646464,0.2238266818515767,1.0,1.0
3,4,Monique Coleman,Louis van Amstel,percent,0.029080891119801208,A,4,5,0.1212121212121212,0.1502930123319224,5.0,0.4285714285714286
3,4,Sara Evans,Tony Dovolani,percent,0.0748614139203162,B,8,8,0.101010101010101,0.0261486870897848,7.0,0.1428571428571429
3,4,Vivica A. Fox,Nick Kosovich,percent,0.1212121212121212,B,4,6,0.1212121212121212,0.0,8.0,0.0
3,4,Willa Ford,Maksim Chmerkoskiy,percent,0.0753731062840656,A,2,2,0.1414141414141414,0.216787247698207,2.0,0.8571428571428572
3,5,Emmitt Smith,Cheryl Burke,percent,0.0902571121370429,A,1,2,0.149171270718232,0.2394283828552749,1.0,1.0
3,5,Jerry Springer,Kym Johnson,percent,0.052190143026841995,B,6,5,0.1325966850828729,0.0804065420560309,6.0,0.16666666666666663
3,5,Joey Lawrence,Edyta Sliwinska,percent,0.01357399706872911,A,5,6,0.1381215469613259,0.151695544030055,4.0,0.5
3,5,Mario Lopez,Karina Smirnoff,percent,0.0726270773567678,A,1,4,0.149171270718232,0.2217983480749998,3.0,0.6666666666666667
3,5,Monique Coleman,Louis van Amstel,percent,0.0760730663798205,A,1,3,0.149171270718232,0.2252443370980525,2.0,0.8333333333333334
3,5,Sara Evans,Tony Dovolani,percent,0.1325966850828729,B,6,7,0.1325966850828729,0.0,7.0,0.0
3,5,Willa Ford,Maksim Chmerkoskiy,percent,0.0677444248326452,B,1,1,0.149171270718232,0.0814268458855868,5.0,0.33333333333333337
3,7,Emmitt Smith,Cheryl Burke,percent,0.1093597950608454,A,1,2,0.2111111111111111,0.3204709061719565,1.0,1.0
3,7,Jerry Springer,Kym Johnson,percent,0.1703703703703703,B,5,5,0.1703703703703703,0.0,5.0,0.0
3,7,Joey Lawrence,Edyta Sliwinska,percent,0.09693425779369788,A,1,1,0.2111111111111111,0.308045368904809,2.0,0.75
3,7,Mario Lopez,Karina Smirnoff,percent,0.007932000779597215,B,3,3,0.2074074074074074,0.1994754066278102,3.0,0.5
3,7,Monique Coleman,Louis van Amstel,percent,0.02799168170457572,B,4,4,0.2,0.1720083182954243,4.0,0.25
3,8,Emmitt Smith,Cheryl Burke,percent,0.07612488028651906,A,2,2,0.2477064220183486,0.3238313023048677,2.0,0.6666666666666667
3,8,Joey Lawrence,Edyta Sliwinska,percent,0.05788575353220529,A,2,4,0.2477064220183486,0.3055921755505539,3.0,0.33333333333333337
3,8,Mario Lopez,Karina Smirnoff,percent,0.1091086322363215,A,1,1,0.2614678899082568,0.3705765221445783,1.0,1.0
3,8,Monique Coleman,Louis van Amstel,percent,0.2431192660550458,B,4,3,0.2431192660550458,0.0,4.0,0.0
4,2,Apolo Anton Ohno,Julianne Hough,percent,0.03304802981812449,A,2,1,0.1061224489795918,0.1391704787977163,2.0,0.9
4,2,Billy Ray Cyrus,Karina Smirnoff,percent,0.0173294655808085,A,6,6,0.0857142857142857,0.1030437512950942,6.0,0.5
4,2,Clyde Drexler,Elena Grinenko,percent,0.02635184271140051,B,11,11,0.073469387755102,0.0471175450437015,10.0,0.09999999999999998
4,2,Heather Mills,Jonathan Roberts,percent,0.023106661545061094,A,3,3,0.0979591836734693,0.1210658452185304,4.0,0.7
4,2,Ian Ziering,Cheryl Burke,percent,0.025692139702655298,A,5,5,0.0897959183673469,0.1154880580700022,5.0,0.6
4,2,Joey Fatone,Kym Johnson,percent,0.030716756711277812,A,3,4,0.0979591836734693,0.1286759403847471,3.0,0.8
4,2,John Ratzenberger,Edyta Sliwinska,percent,0.017013358199108,B,6,7,0.0857142857142857,0.0687009275151777,8.0,0.30000000000000004
4,2,Laila Ali,Maksim Chmerkoskiy,percent,0.03353469383278432,A,1,2,0.110204081632653,0.1437387754654373,1.0,1.0
4,2,Leeza Gibbons,Tony Dovolani,percent,0.011172419442479098,B,6,8,0.0857142857142857,0.0745418662718066,7.0,0.4
4,2,Paulina Porizkova,Alec Mazo,percent,0.0857142857142857,B,6,9,0.0857142857142857,0.0,11.0,0.0
4,2,Shandi Finnessey,Brian Fortuna,percent,0.023175841123438103,B,10,10,0.0816326530612244,0.0584568119377863,9.0,0.19999999999999996
4,3,Apolo Anton Ohno,Julianne Hough,percent,0.0116343628551146,A,5,5,0.1055045871559633,0.1171389500110779,5.0,0.5555555555555556
4,3,Billy Ray Cyrus,Karina Smirnoff,percent,0.007005532188915198,B,6,6,0.0963302752293578,0.0893247430404426,7.0,0.33333333333333337
4,3,Clyde Drexler,Elena Grinenko,percent,0.004467319340866804,B,10,10,0.073394495412844,0.0689271760719772,9.0,0.11111111111111116
4,3,Heather Mills,Jonathan Roberts,percent,0.022954177091646294,A,1,3,0.110091743119266,0.1330459202109123,4.0,0.6666666666666667
4,3,Ian Ziering,Cheryl Burke,percent,0.031780964035157705,A,1,2,0.110091743119266,0.1418727071544237,1.0,1.0
4,3,Joey Fatone,Kym Johnson,percent,0.030327208680007794,A,1,1,0.110091743119266,0.1404189517992738,2.0,0.8888888888888888
4,3,John Ratzenberger,Edyta Sliwinska,percent,0.0259070752178909,B,9,8,0.091743119266055,0.0658360440481641,8.0,0.2222222222222222
4,3,Laila Ali,Maksim Chmerkoskiy,percent,0.011965337408972598,A,6,7,0.0963302752293578,0.1082956126383304,6.0,0.4444444444444444
4,3,Leeza Gibbons,Tony Dovolani,percent,0.025048151906131605,A,1,4,0.110091743119266,0.1351398950253976,3.0,0.7777777777777778
4,3,Shandi Finnessey,Brian Fortuna,percent,0.0963302752293578,B,6,9,0.0963302752293578,0.0,10.0,0.0
4,4,Apolo Anton Ohno,Julianne Hough,percent,0.03555033434078919,A,2,1,0.1368421052631579,0.1723924396039471,2.0,0.875
4,4,Billy Ray Cyrus,Karina Smirnoff,percent,0.018930335932371103,A,5,5,0.1105263157894736,0.1294566517218447,6.0,0.375
4,4,Clyde Drexler,Elena Grinenko,percent,0.017782747796670502,B,9,9,0.0789473684210526,0.0611646206243821,7.0,0.25
4,4,Heather Mills,Jonathan Roberts,percent,0.005522471297059989,A,4,6,0.1210526315789473,0.1265751028760073,5.0,0.5
4,4,Ian Ziering,Cheryl Burke,percent,0.03444149708011782,A,3,3,0.1263157894736842,0.160757286553802,3.0,0.75
4,4,Joey Fatone,Kym Johnson,percent,0.027217232199683583,A,1,2,0.1473684210526315,0.1745856532523151,1.0,1.0
4,4,John Ratzenberger,Edyta Sliwinska,percent,0.0521176798055728,B,7,7,0.0842105263157894,0.0320928465102166,8.0,0.125
4,4,Laila Ali,Maksim Chmerkoskiy,percent,0.03244908306801121,A,5,4,0.1105263157894736,0.1429753988574848,4.0,0.625
4,4,Leeza Gibbons,Tony Dovolani,percent,0.0842105263157894,B,7,8,0.0842105263157894,0.0,9.0,0.0
4,5,Apolo Anton Ohno,Julianne Hough,percent,0.024586808619852907,A,1,1,0.1704545454545454,0.1950413540743983,1.0,1.0
4,5,Billy Ray Cyrus,Karina Smirnoff,percent,0.058193322156974404,B,7,7,0.096590909090909,0.0383975869339346,7.0,0.1428571428571429
4,5,Clyde Drexler,Elena Grinenko,percent,0.0738636363636363,B,8,8,0.0738636363636363,0.0,8.0,0.0
4,5,Heather Mills,Jonathan Roberts,percent,0.014394566910794993,A,5,6,0.1193181818181818,0.1337127487289768,5.0,0.4285714285714286
4,5,Ian Ziering,Cheryl Burke,percent,0.012253287473464408,A,4,4,0.1363636363636363,0.1486169238371007,4.0,0.5714285714285714
4,5,Joey Fatone,Kym Johnson,percent,0.028748629469553588,A,3,3,0.1420454545454545,0.1707940840150081,3.0,0.7142857142857143
4,5,John Ratzenberger,Edyta Sliwinska,percent,0.028783584986858693,A,6,5,0.1022727272727272,0.1310563122595859,6.0,0.2857142857142857
4,5,Laila Ali,Maksim Chmerkoskiy,percent,0.023290081060086204,A,2,2,0.1590909090909091,0.1823809901509953,2.0,0.8571428571428572
4,6,Apolo Anton Ohno,Julianne Hough,percent,0.10242783709635261,A,1,1,0.1647058823529411,0.2671337194492937,1.0,1.0
4,6,Billy Ray Cyrus,Karina Smirnoff,percent,0.0356970597837334,B,6,5,0.1235294117647058,0.0878323519809724,5.0,0.33333333333333337
4,6,Heather Mills,Jonathan Roberts,percent,0.1352941176470588,B,5,6,0.1352941176470588,0.0,6.0,0.16666666666666663
4,6,Ian Ziering,Cheryl Burke,percent,0.027586240413535995,A,4,4,0.1411764705882353,0.1687627110017713,4.0,0.5
4,6,Joey Fatone,Kym Johnson,percent,0.06604278818101769,A,3,3,0.1588235294117647,0.2248663175927824,3.0,0.6666666666666667
