celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_judge_score,week2_total_judge_score,week3_total_judge_score,week4_total_judge_score,week5_total_judge_score,week6_total_judge_score,week7_total_judge_score,week8_total_judge_score,week9_total_judge_score,week10_total_judge_score,week11_total_judge_score,week1_judge_rank,week2_judge_rank,week3_judge_rank,week4_judge_rank,week5_judge_rank,week6_judge_rank,week7_judge_rank,week8_judge_rank,week9_judge_rank,week10_judge_rank,week11_judge_rank
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,,6.0,7.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,,8.5,8.5,9.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,33.9999,20.0,23.0,26.0,24.0,35.9999,27.5,26.0,0.0,0.0,,1.0,7.0,3.0,3.0,4.0,1.0,1.0,2.0,Eliminated,Eliminated,
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,6.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.9999,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,13.0,11.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,31.999899999999997,27.0,21.0,18.0,24.0,32.9998,26.5,0.0,0.0,0.0,,2.0,1.0,4.0,8.0,4.0,3.0,2.0,Eliminated,Eliminated,Eliminated,
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,30.999899999999997,27.0,27.0,28.0,27.0,33.0,24.5,29.5,28.9999,28.333199999999998,,3.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,29.999899999999997,25.0,21.0,24.0,29.0,30.999899999999997,26.0,25.0,24.666600000000003,28.9998,,5.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,1.0,
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,30.9998,19.0,20.0,23.0,24.0,24.9998,26.0,25.5,25.9998,25.2222,,4.0,9.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,3.0,
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,7.0,7.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,21.0,21.0,18.0,18.0,25.9998,24.5,0.0,0.0,0.0,,6.0,5.0,4.0,7.0,6.0,6.0,5.0,Eliminated,Eliminated,Eliminated,
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,10.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,18.0,16.0,20.0,22.0,18.0,30.999899999999997,26.0,22.5,0.0,0.0,,6.0,8.0,7.0,4.0,6.0,3.0,3.0,4.0,Eliminated,Eliminated,
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,23.0,24.0,26.0,26.0,27.0,27.0,27.0,26.5,29.5,26.888699999999996,,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,22.0,21.0,23.5,21.0,29.9998,0.0,0.0,0.0,0.0,,3.0,4.0,4.0,3.0,5.0,4.0,Eliminated,Eliminated,Eliminated,Eliminated,
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,25.0,28.0,23.0,25.0,29.0,35.9999,27.0,29.5,29.5,28.7777,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,21.0,23.0,23.0,19.5,22.0,34.0,25.5,26.5,28.0,26.9998,,3.0,3.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,9.0,9.0,8.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,20.0,21.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,,5.0,6.0,4.0,6.0,3.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,19.0,20.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,8.0,7.0,6.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,23.0,22.0,23.0,20.0,20.0,29.999899999999997,33.5,28.0,29.0,27.333199999999998,,2.0,3.0,5.0,4.0,6.0,3.0,4.0,3.0,2.0,2.0,
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.0,24.0,24.0,28.0,25.0,29.0,36.5,28.5,30.0,30.0,,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,21.0,24.0,19.5,24.0,30.0,0.0,0.0,0.0,0.0,,4.0,5.0,2.0,5.0,3.0,2.0,Eliminated,Eliminated,Eliminated,Eliminated,
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,21.0,23.0,17.0,24.0,21.9999,35.0,0.0,0.0,0.0,,5.0,5.0,5.0,7.0,3.0,6.0,3.0,Eliminated,Eliminated,Eliminated,
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,9.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,23.0,21.0,24.0,24.0,27.0,35.9999,36.5,28.5,0.0,0.0,,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,Eliminated,Eliminated,
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,9.0,7.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,23.0,26.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,1.0,3.0,5.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,18.0,22.0,19.0,16.0,18.0,27.9998,32.5,23.5,26.5,25.666600000000003,,7.0,3.0,9.0,8.0,7.0,5.0,5.0,4.0,3.0,3.0,
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,24.0,21.0,21.0,25.0,22.0,24.0,33.0,23.0,0.0,0.0,,1.0,4.0,5.0,2.0,6.0,6.0,1.0,4.0,Eliminated,Eliminated,
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,21.0,18.0,23.0,26.0,26.0,28.0,32.0,27.5,36.5,29.666600000000003,,3.0,7.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,23.0,20.0,21.0,22.0,23.0,26.0,30.0,26.5,27.0,27.999899999999997,,2.0,5.0,5.0,7.0,5.0,4.0,4.0,3.0,3.0,3.0,
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,21.0,23.0,25.0,25.0,27.0,27.0,33.0,27.0,30.0,29.666600000000003,,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,9.0,8.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,23.0,21.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,5.0,4.0,2.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,7.0,1.0,4.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,23.0,20.0,23.0,26.0,28.0,30.0,0.0,0.0,0.0,,5.0,1.0,8.0,4.0,2.0,1.0,4.0,Eliminated,Eliminated,Eliminated,
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,9.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,19.0,23.0,18.0,22.0,25.0,0.0,0.0,0.0,0.0,,7.0,6.0,3.0,8.0,6.0,5.0,Eliminated,Eliminated,Eliminated,Eliminated,
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,24.0,23.0,25.0,23.0,0.0,0.0,0.0,0.0,,6.0,8.0,4.0,5.0,2.0,4.0,Eliminated,Eliminated,Eliminated,Eliminated,
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,20.0,23.0,27.0,29.0,24.0,29.0,26.5,26.0,33.4999,27.999899999999997,,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,22.0,22.0,26.0,26.0,28.0,29.0,24.0,30.0,28.0,28.1665,,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,21.0,19.0,24.0,24.0,24.0,20.0,25.0,26.0,0.0,0.0,,3.0,7.0,4.0,3.0,4.0,6.0,3.0,2.0,Eliminated,Eliminated,
